Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
27,10.1,0.2,Simeon WILLIAMSON,16-Jan-86,GBR,1,Debrecen (HUN),13-Jul-07,1172
31,10.11,1.2,Yohan BLAKE,26-Dec-89,JAM,1,Providenciales (TKS),7-Apr-07,1169
31,10.11,1.1,Darvis PATTON,4-Dec-77,USA,4h1,"Carson, CA (USA)",20-May-07,1169
31,10.11,1,Nesta CARTER,11-Oct-85,JAM,3,Kingston (JAM),23-Jun-07,1169
34,10.12,1.8,DaBryan BLANTON,3-Jul-84,USA,1,Salamanca (ESP),4-Jul-07,1165
35,10.13,1.3,Ivory WILLIAMS,2-May-85,USA,1,"Modesto, CA (USA)",5-May-07,1162
35,10.13,1.9,Shawn CRAWFORD,14-Jan-78,USA,4h4,"Indianapolis, IN (USA)",21-Jun-07,1162
35,10.13,1.3,Tyrone EDGAR,29-Mar-82,GBR,2f2,"Stade Olympique de la Pontaise, Lausanne (SUI)",10-Jul-07,1162
35,10.13,0.8,Matic OSOVNIKAR,19-Jan-80,SLO,3qf1,"Nagai Stadium, Osaka (JPN)",25-Aug-07,1162
39,10.14,0,Vicente LENILSON DE LIMA,4-Jun-77,BRA,1,La Paz (BOL),1-Jun-07,1159
39,10.14,1.9,Preston PERRY,13-Sep-83,USA,4h2,"Indianapolis, IN (USA)",21-Jun-07,1159
39,10.14,1.9,Keston BLEDMAN,8-Mar-88,TTO,2sf1,Port-of-Spain (TTO),23-Jun-07,1159
39,10.14,0.2,Craig PICKERING,16-Oct-86,GBR,2,Debrecen (HUN),13-Jul-07,1159
39,10.14,1,Nobuharu ASAHARA,21-Jun-72,JPN,1h1,"Nagai Stadium, Osaka (JPN)",25-Aug-07,1159
39,10.14,0,Simone COLLIO,27-Dec-79,ITA,4,"Guidobaldi, Rieti (ITA)",9-Sep-07,1159
39,10.14,1.7,Kim COLLINS,5-Apr-76,SKN,3h2,"Guidobaldi, Rieti (ITA)",9-Sep-07,1159
46,10.15,1.3,Lerone CLARKE,7-Jul-81,JAM,3,"National Stadium, Kingston (JAM)",5-May-07,1155
46,10.15,1.3,Marvin ANDERSON,12-May-82,JAM,2,"Modesto, CA (USA)",5-May-07,1155
46,10.15,1.9,Guus HOOGMOED,27-Sep-81,NED,1,Vaasa (FIN),23-Jun-07,1155
46,10.15,0.2,Dwight THOMAS,23-Sep-80,JAM,1,Heusden-Zolder (BEL),28-Jul-07,1155
46,10.15,1.7,Marc BURNS,7-Jan-83,TTO,4h2,"Guidobaldi, Rieti (ITA)",9-Sep-07,1155
51,10.16,-1.5,Ernest WIGGINS,18-Jun-82,USA,1,"Orlando, FL (USA)",3-Mar-07,1161
51,10.16,1.9,John WOODS,19-Jun-82,USA,1,"Fort Collins, CO (USA)",21-Apr-07,1152
51,10.16,2,Jeff LAYNES,3-Oct-70,USA,2,"Berkeley, CA (USA)",28-Apr-07,1152
51,10.16,0,José Carlos MOREIRA,28-Sep-83,BRA,1,Cochabamba (BOL),3-Jun-07,1152
51,10.16,1.6,Martial MBANDJOCK,14-Oct-85,FRA,1sf2,Debrecen (HUN),12-Jul-07,1152
51,10.16,1,Brendan CHRISTIAN,11-Dec-83,ANT,1h2,"Nagai Stadium, Osaka (JPN)",25-Aug-07,1152
51,10.16,0,Rikki FIFTON,17-Jun-85,GBR,4,Shanghai (CHN),28-Sep-07,1152
58,10.17,0.9,Adam MILLER,22-Jun-84,AUS,1sf2,Brisbane (AUS),10-Mar-07,1148
58,10.17,1.8,Michael LEBLANC,25-Feb-87,CAN,3sf1,"Sacramento, CA (USA)",6-Jun-07,1148
58,10.17,1.3,Patrick JOHNSON,26-Sep-72,AUS,4h1,Zaragoza (ESP),28-Jul-07,1148
58,10.17,-0.6,Mark LEWIS-FRANCIS,4-Sep-82,GBR,2qf3,"Nagai Stadium, Osaka (JPN)",25-Aug-07,1151
62,10.18,1.7,Christopher WILLIAMS,15-Mar-72,JAM,2,Dakar (SEN),28-Apr-07,1145
62,10.18,0.9,Kendall STEVENS,26-Jan-83,USA,2h3,"Indianapolis, IN (USA)",21-Jun-07,1145
62,10.18,1.9,Paul HESSION,27-Jan-83,IRL,2,Vaasa (FIN),23-Jun-07,1145
62,10.18,1.6,Henry VIZCAÍNO,16-May-80,CUB,2h1,Rio de Janeiro (BRA),23-Jul-07,1145
62,10.18,1.8,Ángel David RODRÍGUEZ,25-Apr-80,ESP,5h2,Zaragoza (ESP),28-Jul-07,1145
67,10.19,1.8,Orlando REID,3-Jul-82,JAM,5sf1,"Sacramento, CA (USA)",6-Jun-07,1142
67,10.19,0.9,Ricardo WILLIAMS,29-Sep-76,JAM,3,"Stadion Juliska, Praha (CZE)",13-Jun-07,1142
67,10.19,1.9,Garry JONES,24-Jul-84,USA,5h2,"Indianapolis, IN (USA)",21-Jun-07,1142
70,10.2,1.1,Dwight PHILLIPS,1-Oct-77,USA,5h3,"Carson, CA (USA)",20-May-07,1138
70,10.2,1.9,Carlos MOORE,8-May-84,USA,6h2,"Indianapolis, IN (USA)",21-Jun-07,1138
70,10.2,-0.1,Naoki TSUKAHARA,10-May-85,JPN,2h7,"Nagai Stadium, Osaka (JPN)",25-Aug-07,1138
70,10.2,-0.6,Anson HENRY,9-Mar-79,CAN,3qf3,"Nagai Stadium, Osaka (JPN)",25-Aug-07,1141
74,10.21,1.5,Greg BOLDEN,30-Jun-84,USA,1,"Lake Buena Vista, FL (USA)",23-Mar-07,1135
74,10.21,1.8,Chris JOHNSON,28-Apr-82,USA,1,"Monroe, LA (USA)",28-Apr-07,1135
74,10.21,-1.3,Terrence TRAMMELL,23-Nov-78,USA,2,Baie Mahault (FRA),1-May-07,1142
74,10.21,0.5,Michael GARVIN,29-Sep-86,USA,2h,"Gainesville, FL (USA)",25-May-07,1135
74,10.21,0.9,Jordan VADEN,15-Sep-78,USA,4h3,"Indianapolis, IN (USA)",21-Jun-07,1135
79,10.22,1.1,Franklin NAZARENO,24-Apr-87,ECU,1,Cuenca (ECU),10-Mar-07,1132
79,10.22,1.7,Deji ALIU,22-Nov-75,NGR,3,Dakar (SEN),28-Apr-07,1132
79,10.22,1.9,Kelly WILLIE,7-Sep-82,USA,5h4,"Indianapolis, IN (USA)",21-Jun-07,1132
79,10.22,-0.5,J-Mee SAMUELS,20-May-87,USA,5,"Indianapolis, IN (USA)",22-Jun-07,1135
79,10.22,-0.2,Bernard WILLIAMS,19-Jan-78,USA,2,Naimette-Xhovémont (BEL),25-Jul-07,1133
84,10.23,2,Kerron CLEMENT,31-Oct-85,USA,1,"Coral Gables, FL (USA)",14-Apr-07,1128
84,10.23,1.1,Jacoby FORD,27-Jul-87,USA,2h,"College Park, MD (USA)",20-Apr-07,1128
84,10.23,0,Uchenna EMEDOLU,17-Sep-76,NGR,2,Abuja (NGR),5-May-07,1128
84,10.23,0.4,Shingo SUETSUGU,2-Jun-80,JPN,1f1,Osaka (JPN),5-May-07,1128
84,10.23,0.1,Dennis BOONE,26-Sep-86,USA,2,"Durham, NC (USA)",12-May-07,1128
84,10.23,-0.4,Andre STURDIVANT,5-Jul-81,USA,2,"Atlanta, GA (USA)",2-Jun-07,1130
84,10.23,1.2,Rynell PARSON,11-Jul-90,USA,1,"Indianapolis, IN (USA)",21-Jun-07,1128
84,10.23,1.9,Kyle FARMER,15-Apr-83,USA,6h4,"Indianapolis, IN (USA)",21-Jun-07,1128
84,10.23,0,Isaac UCHENNA,4-Oct-81,NGR,3,Malles Venosta (ITA),4-Aug-07,1128
93,10.24,0.9,Anthony ALOZIE,18-Aug-86,AUS,2sf2,Brisbane (AUS),10-Mar-07,1125
93,10.24,0.5,Bennie ROBINSON,6-Jul-82,USA,1,"Azusa, CA (USA)",13-Apr-07,1125
93,10.24,1.4,Bryan BARNETT,10-Feb-87,CAN,1,Calgary (CAN),15-Jun-07,1125
93,10.24,1.2,Scott WIMS,30-May-88,USA,2,"Indianapolis, IN (USA)",21-Jun-07,1125
93,10.24,1.5,Kaaron CONWRIGHT,8-Aug-76,USA,4h1,"Indianapolis, IN (USA)",21-Jun-07,1125
93,10.24,1.9,Mardy SCALES,10-Sep-81,USA,7h4,"Indianapolis, IN (USA)",21-Jun-07,1125
93,10.24,,Florin SUCIU,18-May-83,ROU,1,Bucureşti (ROU),27-Jul-07,1125
93,10.24,0.6,Shigeyuki KOJIMA,25-Sep-79,JPN,2h1,Kakogawa (JPN),5-Aug-07,1125
1,9.77,1.5,Asafa POWELL,23-Nov-82,JAM,1,"International Stadium, Gateshead (GBR)",11-Jun-06,1287
2,9.84,1,Tyson GAY,9-Aug-82,USA,2f1,Zürich (SUI),18-Aug-06,1262
3,9.85,1.7,Olusoji Adetokunbo FASUBA,9-Jul-84,NGR,1,Doha (QAT),12-May-06,1259
4,9.91,0.9,Leonard SCOTT,19-Jan-80,USA,2,"Gottlieb-Daimler Stadion, Stuttgart (GER)",9-Sep-06,1238
5,9.99,1.3,Francis OBIKWELU,22-Nov-78,POR,1,"Ullevi Stadium, Göteborg (SWE)",8-Aug-06,1210
5,9.99,1,Marcus BRUNSON,24-Apr-78,USA,4f1,Zürich (SUI),18-Aug-06,1210
7,10,1,Travis PADGETT,13-Dec-86,USA,1,"Greensboro, NC (USA)",27-May-06,1206
8,10.01,1.6,Shawn CRAWFORD,14-Jan-78,USA,1h2,Oslo (NOR),2-Jun-06,1203
8,10.01,0,Jason SMOOTS,13-Jul-80,USA,1,Rieti (ITA),27-Aug-06,1203
10,10.02,1.7,Marc BURNS,7-Jan-83,TTO,1,Port-of-Spain (TTO),6-Aug-06,1199
11,10.04,1.9,Churandy MARTINA,3-Jul-84,AHO,1,"El Paso, TX (USA)",15-Apr-06,1193
12,10.06,1.5,Michael FRATER,6-Oct-82,JAM,2,"International Stadium, Gateshead (GBR)",11-Jun-06,1186
12,10.06,1.7,Christopher WILLIAMS,15-Mar-72,JAM,2,Port-of-Spain (TTO),6-Aug-06,1186
14,10.07,1,Carlos MOORE,8-May-84,USA,1,"Los Angeles, CA (USA)",4-Jun-06,1182
14,10.07,1.5,Dwain CHAMBERS,5-Apr-78,GBR,3,"International Stadium, Gateshead (GBR)",11-Jun-06,1182
16,10.08,2,Derrick ATKINS,5-Jan-84,BAH,2sf1,Cartagena de Indias (COL),25-Jul-06,1179
17,10.09,,Korey COOK,7-Jan-80,USA,1,"Prairie View, TX (USA)",1-Apr-06,1176
17,10.09,-0.5,Xavier CARTER,8-Dec-85,USA,1,"Sacramento, CA (USA)",10-Jun-06,1179
19,10.1,1.3,Andrey YEPISHIN,10-Jun-81,RUS,2,"Ullevi Stadium, Göteborg (SWE)",8-Aug-06,1172
19,10.1,0.9,Ronald POGNON,16-Nov-82,FRA,6,"Gottlieb-Daimler Stadion, Stuttgart (GER)",9-Sep-06,1172
21,10.11,,Robert DELMORE,,USA,2,"Prairie View, TX (USA)",1-Apr-06,1169
21,10.11,1.4,Demi OMOLE,29-Jul-85,USA,1,"Knoxville, TN (USA)",14-Apr-06,1169
21,10.11,1.7,Terrence TRAMMELL,23-Nov-78,USA,3,Doha (QAT),12-May-06,1169
21,10.11,1.5,Dwight THOMAS,23-Sep-80,JAM,5,"Carson, CA (USA)",21-May-06,1169
21,10.11,-0.3,Darrel BROWN,11-Oct-84,TTO,1,Thessaloniki (GRE),24-Jul-06,1170
21,10.11,0.4,Wallace SPEARMON,24-Dec-84,USA,3,Shanghai (CHN),23-Sep-06,1169
27,10.12,1.7,Anson HENRY,9-Mar-79,CAN,4,Doha (QAT),12-May-06,1165
27,10.12,-0.6,Walter DIX,31-Jan-86,USA,1h2,"Greensboro, NC (USA)",26-May-06,1168
27,10.12,2,Clement CAMPBELL,19-Dec-75,JAM,1,"New York, NY (USA)",11-Jun-06,1165
27,10.12,1.5,Willie PERRY,16-May-87,USA,1,"Indianapolis, IN (USA)",22-Jun-06,1165
31,10.13,0.9,Kelly WILLIE,7-Sep-82,USA,1f2,"Stade Olympique de la Pontaise, Lausanne (SUI)",11-Jul-06,1162
32,10.14,0.2,Uchenna EMEDOLU,17-Sep-76,NGR,2,Abuja (NGR),11-Feb-06,1159
32,10.14,1.2,DaBryan BLANTON,3-Jul-84,USA,1,"Fort Worth, TX (USA)",22-Apr-06,1159
32,10.14,0.7,Chauncey HARRIS,21-Sep-83,USA,1,"Fayetteville, AR (USA)",14-May-06,1159
32,10.14,1.3,Matic OSOVNIKAR,19-Jan-80,SLO,3,"Ullevi Stadium, Göteborg (SWE)",8-Aug-06,1159
36,10.15,1.6,Dwight PHILLIPS,1-Oct-77,USA,2,"Modesto, CA (USA)",6-May-06,1155
36,10.15,1.6,Mardy SCALES,10-Sep-81,USA,3,"Modesto, CA (USA)",6-May-06,1155
36,10.15,0.8,Ainsley WAUGH,17-Sep-81,JAM,2,Luzern (SUI),6-Jul-06,1155
39,10.16,1.5,Marlon DEVONISH,1-Jun-76,GBR,4,"International Stadium, Gateshead (GBR)",11-Jun-06,1152
39,10.16,1.3,Mark LEWIS-FRANCIS,4-Sep-82,GBR,5,"Ullevi Stadium, Göteborg (SWE)",8-Aug-06,1152
41,10.17,1.6,Jeff LAYNES,3-Oct-70,USA,4,"Modesto, CA (USA)",6-May-06,1148
41,10.17,1.5,Bernard WILLIAMS,19-Jan-78,USA,6,"Carson, CA (USA)",21-May-06,1148
41,10.17,1.5,Trell KIMMONS,13-Jul-85,USA,7,"Carson, CA (USA)",21-May-06,1148
41,10.17,1.3,Dariusz KUĆ,24-Apr-86,POL,1,Biala Podlaska (POL),27-May-06,1148
45,10.18,1.7,Patrick JOHNSON,26-Sep-72,AUS,1h,Canberra (AUS),26-Jan-06,1145
45,10.18,1.9,Ambrose EZENWA,10-Apr-77,AUS,1h,Canberra (AUS),26-Jan-06,1145
45,10.18,1.2,Deji ALIU,22-Nov-75,NGR,1h1,Avezzano (ITA),20-Aug-06,1145
48,10.19,1.1,Tyrone EDGAR,29-Mar-82,GBR,1sf1,Manchester (GBR),15-Jul-06,1142
48,10.19,1.2,Darvis PATTON,4-Dec-77,USA,3,"Eugene, OR (USA)",8-Aug-06,1142
48,10.19,1.2,Luca VERDECCHIA,24-May-78,ITA,2h1,Avezzano (ITA),20-Aug-06,1142
51,10.2,1.7,Ernest WIGGINS,18-Jun-82,USA,1,"Gainesville, FL (USA)",1-Apr-06,1138
51,10.2,0.1,Anthony BUCHANAN,10-Sep-81,USA,5,"Modesto, CA (USA)",6-May-06,1138
51,10.2,-1.6,Nesta CARTER,11-Oct-85,JAM,1,Spanish Town (JAM),4-Jun-06,1147
51,10.2,0.2,Jordan VADEN,15-Sep-78,USA,2h5,"Indianapolis, IN (USA)",23-Jun-06,1138
51,10.2,2,Jacey HARPER,20-May-80,TTO,3sf1,Cartagena de Indias (COL),25-Jul-06,1138
56,10.21,,Brandon MYERS,21-Nov-87,USA,1,"Prairie View, TX (USA)",1-Apr-06,1135
56,10.21,1.8,Yhann PLUMMER,3-Feb-83,JAM,1,"Houston, TX (USA)",6-May-06,1135
56,10.21,1.6,Jan ŽUMER,9-Jun-82,SLO,1,Novo Mesto (SLO),12-Jul-06,1135
56,10.21,-0.6,Chinedu ORIALA,17-Dec-81,NGR,1h1,Nürnberg (GER),30-Jul-06,1138
56,10.21,1.1,Yaozu YANG,9-Jan-81,CHN,6,"Olympic Stadium, Athina (GRE)",16-Sep-06,1135
61,10.22,0.9,Aziz ZAKARI,2-Sep-76,GHA,5,Melbourne (AUS),20-Mar-06,1132
61,10.22,-0.3,Marquis DAVIS,14-Aug-80,USA,2,Xalapa (MEX),13-May-06,1133
61,10.22,0.3,Vicente LENILSON DE LIMA,4-Jun-77,BRA,1,Ponce (PUR),26-May-06,1132
61,10.22,1.9,Tim ABEYIE,7-Nov-82,GHA,2f1,Málaga (ESP),28-Jun-06,1132
61,10.22,1.3,Kostyantin VASYUKOV,10-Jan-81,UKR,1,Kiev (UKR),14-Jul-06,1132
66,10.23,1.9,Daniel BATMAN,20-Mar-81,AUS,4h,Canberra (AUS),26-Jan-06,1128
66,10.23,1.8,Joshua ROSS,9-Feb-81,AUS,3qf4,Melbourne (AUS),19-Mar-06,1128
66,10.23,1.8,Stéphan BUCKLAND,12-Jan-77,MRI,1,Réduit (MRI),9-Apr-06,1128
66,10.23,-1.2,Phillip FRANCIS,26-Apr-83,USA,1,"Los Angeles, CA (USA)",29-Apr-06,1135
66,10.23,1.8,Jamaal CHARLES,27-Dec-86,USA,1,"Waco, TX (USA)",14-May-06,1128
66,10.23,1,Christopher HARGRETT,2-Aug-84,USA,3,"Greensboro, NC (USA)",27-May-06,1128
66,10.23,1.8,Garry JONES,24-Jul-84,USA,1,"Provo, UT (USA)",27-May-06,1128
66,10.23,0,José Carlos MOREIRA,28-Sep-83,BRA,1,La Paz (BOL),7-Jun-06,1128
66,10.23,1.8,Ricardo WILLIAMS,29-Sep-76,JAM,1,Albertville (FRA),12-Jul-06,1128
66,10.23,-0.3,Kaaron CONWRIGHT,8-Aug-76,USA,2,Thessaloniki (GRE),24-Jul-06,1129
66,10.23,1.7,Pierre BROWNE,14-Jan-80,CAN,1sf,Ottawa (CAN),4-Aug-06,1128
77,10.24,1.9,Joshua NORMAN,26-Jul-80,USA,1,"Walnut, CA (USA)",15-Apr-06,1125
77,10.24,1.1,Rodney MARTIN,22-Dec-82,USA,2,"Philadelphia, PA (USA)",29-Apr-06,1125
77,10.24,1,Leroy DIXON,20-Jun-83,USA,4,"Greensboro, NC (USA)",27-May-06,1125
77,10.24,1,Greg BOLDEN,30-Jun-84,USA,5,"Greensboro, NC (USA)",27-May-06,1125
77,10.24,1.9,Ronny OSTWALD,7-Apr-74,GER,1,Regensburg (GER),17-Jun-06,1125
77,10.24,1,Ángel David RODRÍGUEZ,25-Apr-80,ESP,1,Zaragoza (ESP),22-Jul-06,1125
83,10.25,-1.1,Jerome AVERY,22-Dec-78,USA,1,"East Lansing, MI (USA)",15-Apr-06,1128
83,10.25,0,Heber VIERA,29-Apr-79,URU,2,La Paz (BOL),7-Jun-06,1122
83,10.25,0,Erik WIJMEERSCH,23-Jan-70,BEL,1,Genève (SUI),11-Jun-06,1122
83,10.25,1.5,John WOODS,19-Jun-82,USA,1,Kortrijk (BEL),14-Jul-06,1122
83,10.25,1.9,Oudére KANKARAFOU,8-Dec-83,FRA,1sf2,Nancy (FRA),21-Jul-06,1122
83,10.25,1,Daniel Alfonso GRUESO,30-Jul-85,COL,1,Medellín (COL),2-Sep-06,1122
83,10.25,1.1,Naoki TSUKAHARA,10-May-85,JPN,1,Hiratsuka (JPN),9-Sep-06,1122
90,10.26,1.7,Matt SHIRVINGTON,25-Oct-78,AUS,5h,Canberra (AUS),26-Jan-06,1118
90,10.26,1.9,Adam MILLER,22-Jun-84,AUS,3,Melbourne (AUS),18-Feb-06,1118
90,10.26,0,Michael RODGERS,24-Apr-85,USA,1,"Edwardsville, IL (USA)",8-Apr-06,1118
90,10.26,1.1,Caimin DOUGLAS,11-May-77,NED,1,Kalamata (GRE),3-Jun-06,1118
90,10.26,1,Wesley FELIX,21-Jul-83,USA,3,"Los Angeles, CA (USA)",4-Jun-06,1118
90,10.26,0.8,Christian MALCOLM,3-Jun-79,GBR,4,Luzern (SUI),6-Jul-06,1118
90,10.26,1.6,Mark FINDLAY,20-Mar-78,GBR,1,Loughborough (GBR),26-Jul-06,1118
90,10.26,1.2,Emmanuel Felix CHILAKA,21-Dec-83,NGR,3h1,Avezzano (ITA),20-Aug-06,1118
90,10.26,1.5,Shingo SUETSUGU,2-Jun-80,JPN,1sf3,Kobe (JPN),7-Oct-06,1118
99,10.27,0.5,Sherwin VRIES,22-Mar-80,RSA,1,Secunda (RSA),20-Jan-06,1115
99,10.27,,John BIACOFSKY,15-Jun-83,USA,1,"Alliance, OH (USA)",8-Apr-06,1115
1,9.77,1.6,Asafa POWELL,23-Nov-82,JAM,1,"Olympic Stadium, Athina (GRE)",14-Jun-05,1287
2,9.88,0.4,Justin GATLIN,10-Feb-82,USA,1,"Olympic Stadium, Helsinki (FIN)",7-Aug-05,1248
3,9.94,1,Leonard SCOTT,19-Jan-80,USA,2,"Crystal Palace, London (GBR)",22-Jul-05,1227
4,9.96,1,Marc BURNS,7-Jan-83,TTO,1,Port-of-Spain (TTO),25-Jun-05,1220
5,9.99,1.6,Aziz ZAKARI,2-Sep-76,GHA,2,"Olympic Stadium, Athina (GRE)",14-Jun-05,1210
5,9.99,1,Darrel BROWN,11-Oct-84,TTO,2,Port-of-Spain (TTO),25-Jun-05,1210
5,9.99,1,Shawn CRAWFORD,14-Jan-78,USA,1sf1,"Carson, CA (USA)",25-Jun-05,1210
5,9.99,1.8,Ronald POGNON,16-Nov-82,FRA,1f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",5-Jul-05,1210
9,10,1,Kim COLLINS,5-Apr-76,SKN,3,"Crystal Palace, London (GBR)",22-Jul-05,1206
9,10,0.5,Dwight THOMAS,23-Sep-80,JAM,1,Linz (AUT),23-Aug-05,1206
11,10.01,1.9,Maurice GREENE,23-Jul-74,USA,1sf3,"Carson, CA (USA)",25-Jun-05,1203
12,10.02,1.9,Mark JELKS,10-Apr-84,USA,h1,Salamanca (ESP),6-Jul-05,1199
13,10.03,1.6,Michael FRATER,6-Oct-82,JAM,3,"Olympic Stadium, Athina (GRE)",14-Jun-05,1196
14,10.04,1.6,Francis OBIKWELU,22-Nov-78,POR,4,"Olympic Stadium, Athina (GRE)",14-Jun-05,1193
14,10.04,1,Aaron ARMSTRONG,14-Oct-77,TTO,3,Port-of-Spain (TTO),25-Jun-05,1193
16,10.06,1.5,Walter DIX,31-Jan-86,USA,1h,"New York, NY (USA)",27-May-05,1186
17,10.08,1.3,John CAPEL,27-Oct-78,USA,1,"Palo Alto, CA (USA)",30-May-05,1179
17,10.08,0.7,J-Mee SAMUELS,20-May-87,USA,1,"Greensboro, NC (USA)",24-Jul-05,1179
17,10.08,-1,Jason GARDENER,18-Sep-75,GBR,5sf2,"Olympic Stadium, Helsinki (FIN)",7-Aug-05,1185
17,10.08,1.4,Rae Monzavous EDWARDS,7-May-81,USA,1,Malmö (SWE),16-Aug-05,1179
17,10.08,0.5,Tyson GAY,9-Aug-82,USA,2,Rieti (ITA),28-Aug-05,1179
22,10.09,,Olusoji Adetokunbo FASUBA,9-Jul-84,NGR,1,Nairobi (KEN),7-May-05,1176
22,10.09,1.8,Joshua J. JOHNSON,10-May-76,USA,1,Rio de Janeiro (BRA),15-May-05,1176
24,10.1,2,Ahmed AWESU,6-Oct-87,NGR,1h6,Toronto (CAN),12-Jun-05,1172
24,10.1,1,Jacey HARPER,20-May-80,TTO,4,Port-of-Spain (TTO),25-Jun-05,1172
24,10.1,1.9,Mardy SCALES,10-Sep-81,USA,2sf3,"Carson, CA (USA)",25-Jun-05,1172
24,10.1,1.9,Churandy MARTINA,3-Jul-84,AHO,3,Nassau (BAH),9-Jul-05,1172
28,10.12,1.1,Joshua ROSS,9-Feb-81,AUS,1,Perth (AUS),22-Jan-05,1165
28,10.12,1.7,DaBryan BLANTON,3-Jul-84,USA,2sf2,"Carson, CA (USA)",25-Jun-05,1165
30,10.13,1.8,Mark LEWIS-FRANCIS,4-Sep-82,GBR,5,Kingston (JAM),7-May-05,1162
30,10.13,1.6,Jason SMOOTS,13-Jul-80,USA,2h1,"Atlanta, GA (USA)",14-May-05,1162
30,10.13,,Uchenna EMEDOLU,17-Sep-76,NGR,1,Abuja (NGR),9-Jul-05,1162
30,10.13,1.1,Marlon DEVONISH,1-Jun-76,GBR,5,Sheffield (GBR),21-Aug-05,1162
30,10.13,1.2,Christopher WILLIAMS,15-Mar-72,JAM,3,Yokohama (JPN),19-Sep-05,1162
35,10.14,1.4,Dwight PHILLIPS,1-Oct-77,USA,3,Fort-de-France (FRA),30-Apr-05,1159
36,10.15,1.5,Shingo SUETSUGU,2-Jun-80,JPN,1,Hiroshima (JPN),29-Apr-05,1155
36,10.15,1.6,Patrick JARRETT,2-Oct-77,JAM,5,"Olympic Stadium, Athina (GRE)",14-Jun-05,1155
38,10.16,1.8,Coby MILLER,19-Oct-76,USA,6,Kingston (JAM),7-May-05,1152
38,10.16,1.3,Brian LEWIS,5-Dec-74,USA,3,"Palo Alto, CA (USA)",30-May-05,1152
38,10.16,1.6,Aaron EGBELE,29-Jan-79,NGR,6,"Olympic Stadium, Athina (GRE)",14-Jun-05,1152
38,10.16,1.7,Joshua NORMAN,26-Jul-80,USA,3sf2,"Carson, CA (USA)",25-Jun-05,1152
38,10.16,0.3,Tobias UNGER,10-Jul-79,GER,1,"Wattenscheid, Bochum (GER)",2-Jul-05,1152
38,10.16,0.9,Ainsley WAUGH,17-Sep-81,JAM,2h2,"Olympic Stadium, Helsinki (FIN)",6-Aug-05,1152
44,10.17,1.8,Vicente LENILSON DE LIMA,4-Jun-77,BRA,3,Rio de Janeiro (BRA),15-May-05,1148
44,10.17,-1.3,Terrence TRAMMELL,23-Nov-78,USA,2,"Carson, CA (USA)",22-May-05,1155
46,10.19,1.1,Daniel BATMAN,20-Mar-81,AUS,2,Perth (AUS),22-Jan-05,1142
46,10.19,1.9,James MCSWAIN,20-Jan-84,USA,1,"Walnut, CA (USA)",17-Apr-05,1142
46,10.19,1.5,Leroy DIXON,20-Jun-83,USA,2h,"New York, NY (USA)",27-May-05,1142
46,10.19,1,Deji ALIU,22-Nov-75,NGR,1,Lugano (SUI),4-Jun-05,1142
50,10.2,1.1,Joseph BATANGDON,29-Jul-78,CMR,3,Perth (AUS),22-Jan-05,1138
50,10.2,1.9,Henry VIZCAÍNO,16-May-80,CUB,4,Nassau (BAH),9-Jul-05,1138
50,10.2,0.9,Patrick JOHNSON,26-Sep-72,AUS,2h3,"Olympic Stadium, Helsinki (FIN)",6-Aug-05,1138
53,10.21,1,Idrissa SANOU,12-Jun-77,BUR,2,Bamako (MLI),6-Apr-05,1135
53,10.21,0.8,Salem Mubarak AL YAMI,9-Feb-82,KSA,1,La Mecque (KSA),13-Apr-05,1135
53,10.21,1.9,Derrick ATKINS,5-Jan-84,BAH,5,Nassau (BAH),9-Jul-05,1135
56,10.22,1.1,Ambrose EZENWA,10-Apr-77,NGR,4,Perth (AUS),22-Jan-05,1132
56,10.22,,Ivory WILLIAMS,2-May-85,USA,1,"Arkansas City, KS (USA)",2-Apr-05,1132
56,10.22,0,Trell KIMMONS,13-Jul-85,USA,1,"Athens, GA (USA)",7-May-05,1132
56,10.22,1.5,Chris JOHNSON,28-Apr-82,USA,1,"New Orleans, LA (USA)",15-May-05,1132
56,10.22,1.1,Craig PICKERING,16-Oct-86,GBR,1,Loughborough (GBR),22-May-05,1132
56,10.22,0.9,Michael MITCHELL,16-May-81,USA,3,"Carson, CA (USA)",22-May-05,1132
56,10.22,1,Kevon PIERRE,30-Mar-82,TTO,5,Port-of-Spain (TTO),25-Jun-05,1132
56,10.22,0.6,Simone COLLIO,27-Dec-79,ITA,7f1,"Stadio Olimpico, Roma (ITA)",8-Jul-05,1132
64,10.23,1.5,Wesley FELIX,21-Jul-83,USA,1,"Los Angeles, CA (USA)",30-Apr-05,1128
64,10.23,1.6,Ke JIN,13-Jan-84,CHN,1sf2,Shijiazhuang (CHN),19-Jun-05,1128
64,10.23,1.2,Eddy DE LEPINE,30-Mar-84,FRA,1,Bondoufle (FRA),2-Jul-05,1128
67,10.24,1.5,Phillip FRANCIS,26-Apr-83,USA,2,"Los Angeles, CA (USA)",30-Apr-05,1125
67,10.24,1.1,Simeon WILLIAMSON,16-Jan-86,GBR,1,Bedford (GBR),2-Jul-05,1125
67,10.24,1.9,Lerone CLARKE,7-Jul-81,JAM,6,Nassau (BAH),9-Jul-05,1125
67,10.24,0.3,Lueyi DOVY,10-Nov-75,FRA,1,Angers (FRA),15-Jul-05,1125
