"species","full_name","sex","tail","tarsus","wing","nares_to_tip","gape","mass"
"rble","red-billed leiothrix","u",56,24.3,66,7.9,9.4,20.5
"wrsh","white-rumped shama","f",101,25,85,10.1,11.5,26
"rble","red-billed leiothrix","m",55,23.1,70,8.5,10.2,22
"rble","red-billed leiothrix","m",56,23.5,69,8.5,9.3,20
"rble","red-billed leiothrix","u",55,23.2,64,6.9,9.7,21
"jawe","Japanese white-eye","m",43,16.5,61,7.9,7.7,12
"wrsh","white-rumped shama","f",119,24.2,85,10.7,11.6,29
"rwbu","red-whiskered bulbul","u",72,18,72,8.9,11.6,22
"rble","red-billed leiothrix","u",55,24.1,69,6.5,8,22.5
"rble","red-billed leiothrix","m",49,25.2,67,8.1,8.2,19.5
"rble","red-billed leiothrix","u",54,23.8,67,8.9,8.8,20
"rble","red-billed leiothrix","f",55.5,22.6,67,7.5,10,23
"jawe","Japanese white-eye","u",38,17.2,57,7.5,7.8,11
"jawe","Japanese white-eye","m",40,17.6,59,7.4,7.4,10
"jawe","Japanese white-eye","u",41,17,57,7.7,7,12.5
"jawe","Japanese white-eye","u",43,16.9,57,7.4,7.2,10
"rble","red-billed leiothrix","u",53,24.7,65,7.5,10.3,21
"rble","red-billed leiothrix","u",54,24.5,68,8.3,8.8,22
"jawe","Japanese white-eye","u",42,15.9,57,7.5,6.5,13
"jawe","Japanese white-eye","m",43,17.5,68,7.7,8.5,10
"jawe","Japanese white-eye","m",41,17,57,7.8,6.9,9
"jawe","Japanese white-eye","u",44,18.1,61,7.9,7.2,11
"rwbu","red-whiskered bulbul","u",77,21.2,76,9.1,10.1,25.5
"rwbu","red-whiskered bulbul","u",NA,20.3,80,9.5,9.7,25
"rble","red-billed leiothrix","u",50,22.9,65,7.7,8.9,19
"rble","red-billed leiothrix","u",NA,24.5,65,8,8.9,22
"rble","red-billed leiothrix","u",55,24.4,65,7.8,9,22
"rble","red-billed leiothrix","m",54,NA,63,NA,NA,18.5
"rble","red-billed leiothrix","u",51,NA,64,NA,NA,21
"rble","red-billed leiothrix","u",56,NA,75,NA,NA,21
"jawe","Japanese white-eye","u",40,17.8,56,7.2,7,8
"jawe","Japanese white-eye","u",38,17.3,52,7.5,6.6,10
"jawe","Japanese white-eye","u",38,17.8,54,7,7,10
"jawe","Japanese white-eye","u",37,18,54,7.4,6.9,10.5
"jawe","Japanese white-eye","u",37,17,54,7.3,6.8,11
"jawe","Japanese white-eye","u",39,NA,57,NA,NA,12
"jawe","Japanese white-eye","u",36,NA,54,NA,NA,10.5
"rble","red-billed leiothrix","u",59,23.8,70,8.1,8.5,19
"rble","red-billed leiothrix","u",55,23.7,69,9.4,8.1,21
"rble","red-billed leiothrix","m",58,23.6,69,7.9,9.8,22
"rble","red-billed leiothrix","u",56,23.9,70.5,8.5,10.1,21.5
"rble","red-billed leiothrix","u",51,24.1,65,8.4,10.6,20.5
"jawe","Japanese white-eye","u",NA,NA,NA,NA,NA,10
"wrsh","white-rumped shama","f",109,24.9,89,10.3,12.1,31
"jawe","Japanese white-eye","u",39,17.2,56,8.2,8.2,10
"jawe","Japanese white-eye","u",NA,NA,NA,NA,NA,11
"jawe","Japanese white-eye","u",NA,16.5,59,NA,NA,10
"jawe","Japanese white-eye","m",43,16.8,59,NA,NA,11
"rble","red-billed leiothrix","f",51,23.7,66,7.4,10,16
"rble","red-billed leiothrix","u",58,24.3,71,8.5,10.5,23
"rble","red-billed leiothrix","u",51.5,24,62.5,7.4,9.3,19
"jawe","Japanese white-eye","m",42,18.8,61,7.7,NA,11
"jawe","Japanese white-eye","m",40,17.3,57,8.1,NA,9
"jawe","Japanese white-eye","u",40,17.6,56,NA,NA,10
"jawe","Japanese white-eye","u",40,19.2,58,NA,NA,11
"wrsh","white-rumped shama","f",97.5,24.1,NA,9.8,13.4,23
"rwbu","red-whiskered bulbul","u",70,19.3,NA,8.7,11.3,24
"rble","red-billed leiothrix","u",52.5,24,NA,7.9,10.2,22
"jawe","Japanese white-eye","u",35,17.2,NA,7.9,8.8,10.5
"rwbu","red-whiskered bulbul","u",86,19.1,84,9.3,12.3,25.5
"wrsh","white-rumped shama","m",106,25.8,81,10.4,12.2,30
"rble","red-billed leiothrix","u",56,23.4,63,8.5,10.5,20
"wrsh","white-rumped shama","m",140,26.8,95.5,11,12.6,33
"jawe","Japanese white-eye","m",NA,NA,NA,NA,NA,10
"rble","red-billed leiothrix","f",56,22.9,64,6.7,11.6,21
"rble","red-billed leiothrix","u",54,22.6,60,8.5,9.9,21
"jawe","Japanese white-eye","m",43,17.2,58,7.3,8.3,12
"rwbu","red-whiskered bulbul","u",84.5,18.5,84,9.1,12.8,23
"rble","red-billed leiothrix","u",53,22.5,66,8.1,9.7,21
"rble","red-billed leiothrix","u",54,23.3,65,7.3,8.7,20
"rble","red-billed leiothrix","u",57,24.4,67.5,8.5,11.1,21
"rble","red-billed leiothrix","u",56,23.3,65,8.7,8.4,19
"rwbu","red-whiskered bulbul","u",80,20.7,79,9.1,11,26
"jawe","Japanese white-eye","u",39,18.1,68,7.1,7.5,11
"jawe","Japanese white-eye","m",41,18,57,7.7,7.7,11
"jawe","Japanese white-eye","u",43,17.8,58,8.3,7.4,11
"jawe","Japanese white-eye","u",43,17.9,61.5,7.1,7.6,11
"rwbu","red-whiskered bulbul","u",79,20.4,82,8.7,12.1,30
"rwbu","red-whiskered bulbul","u",76,20.3,78,8.3,11,25.5
"jawe","Japanese white-eye","m",43,18.4,60,7.6,7.3,11
"rble","red-billed leiothrix","u",53,24.6,63,7.8,8.9,21
"wrsh","white-rumped shama","m",139,25.8,91,11.7,12.5,30
"jawe","Japanese white-eye","m",42,17.2,58,7.6,8.7,15
"wrsh","white-rumped shama","m",157,26.1,95,11,12.6,32
"rwbu","red-whiskered bulbul","f",73,19.8,78,9.1,7.9,25
"rwbu","red-whiskered bulbul","f",71,20.5,75,9.1,10.2,26
"rwbu","red-whiskered bulbul","u",84,19.2,83,8.1,10.7,25
"rble","red-billed leiothrix","u",58,23.8,71,8.5,9.9,22
"rble","red-billed leiothrix","u",56,24,69,7.9,7.8,29
"rble","red-billed leiothrix","u",57,22.8,69,7.8,8.1,19
"rble","red-billed leiothrix","u",NA,22.8,70,7.6,8.6,19
"rble","red-billed leiothrix","u",56,23.8,66,NA,NA,21
"rwbu","red-whiskered bulbul","u",75,20.1,77,9.4,10,22
"rble","red-billed leiothrix","f",52,NA,67,NA,NA,22
"rble","red-billed leiothrix","m",60,23.1,70,NA,NA,21
"rble","red-billed leiothrix","u",57,23.2,66,NA,NA,19
"rble","red-billed leiothrix","u",57,22.9,68,NA,NA,21
"rble","red-billed leiothrix","u",56,23.1,69,NA,NA,23.5
"jawe","Japanese white-eye","m",39,15.9,55.5,7.1,7.4,9
"jawe","Japanese white-eye","u",40,17.7,58,7.5,7.4,10
"jawe","Japanese white-eye","u",41,17.5,57,8.5,8,10
"jawe","Japanese white-eye","u",41,17.2,56,7.5,7.7,10
"jawe","Japanese white-eye","u",39,NA,57,NA,NA,10
"rble","red-billed leiothrix","u",NA,NA,NA,NA,NA,19
"rwbu","red-whiskered bulbul","m",81,23.1,83,8.9,12.4,29
"rwbu","red-whiskered bulbul","m",79,20.1,83,8.2,10.8,28
"rwbu","red-whiskered bulbul","u",81,20.5,80,9,11.1,23
"rble","red-billed leiothrix","u",58,24,68,8,8.9,22
"rble","red-billed leiothrix","m",57,24.2,67,7.8,9.1,22
"rble","red-billed leiothrix","u",55,23.9,68,7.1,8.4,20
"rble","red-billed leiothrix","m",57,25.2,70,8.3,9.8,22
"rble","red-billed leiothrix","u",59,NA,68,NA,NA,11.5
"rble","red-billed leiothrix","u",55,23.4,65,NA,NA,19
"rble","red-billed leiothrix","u",54,22.9,67.5,NA,NA,22
"rwbu","red-whiskered bulbul","u",73,19.5,80,8.4,9.4,28
"rwbu","red-whiskered bulbul","u",75,20.2,78,8.7,10.5,26
"jawe","Japanese white-eye","u",42,17.5,59,7.7,7.8,9
"jawe","Japanese white-eye","u",42,17.9,57,7.6,7.6,11
"jawe","Japanese white-eye","u",42,16.2,59,7.3,5.2,10
"jawe","Japanese white-eye","u",39,16.9,57,7.7,7.1,11
"jawe","Japanese white-eye","u",41,18.2,59,NA,NA,10
"jawe","Japanese white-eye","u",40,17.2,56,7.2,7.5,11
"rble","red-billed leiothrix","u",NA,NA,NA,NA,NA,9.5
"jawe","Japanese white-eye","u",40,17.2,58,7.1,6.9,10
"jawe","Japanese white-eye","u",41,17.3,57,7.2,6.4,11
"jawe","Japanese white-eye","u",40,18.1,59,7.8,6.6,11
"rble","red-billed leiothrix","u",NA,NA,NA,NA,NA,19.5
"rble","red-billed leiothrix","u",53.5,22.1,66,8,9.7,10.5
"rble","red-billed leiothrix","u",NA,NA,NA,NA,NA,21
"wrsh","white-rumped shama","f",118,25.3,86,11.6,13,23
"rble","red-billed leiothrix","u",58,24.2,69,8,9,21
"rble","red-billed leiothrix","f",55,22,69,NA,NA,21
"rble","red-billed leiothrix","u",57,24.5,67,NA,NA,21
"rwbu","red-whiskered bulbul","u",79,18.7,81,NA,NA,NA
"rble","red-billed leiothrix","u",56,22.1,68,NA,NA,21
"rwbu","red-whiskered bulbul","u",76,21.8,77,NA,NA,22
"rble","red-billed leiothrix","m",55,22,67,NA,NA,23
"rble","red-billed leiothrix","m",56,23.1,66,NA,NA,21
"rble","red-billed leiothrix","m",57,23.9,69,NA,NA,21
"jawe","Japanese white-eye","f",41,17.7,56,NA,NA,10
"jawe","Japanese white-eye","u",43,17.8,59,NA,NA,12
"rvbu","red-vented bulbul","u",101,22.5,102,10.5,13.4,43
"rble","red-billed leiothrix","u",55,23.5,64,NA,NA,23
"rble","red-billed leiothrix","f",56,22.6,69,NA,NA,21
"rble","red-billed leiothrix","u",52,23.7,67,7.7,8.4,23
"rble","red-billed leiothrix","u",54,23.7,67,8.7,9,21
"rble","red-billed leiothrix","u",54,23.6,62,NA,NA,21
"rble","red-billed leiothrix","u",55,22.9,67,8.4,9.1,19.5
"rble","red-billed leiothrix","u",54,23.1,70,NA,NA,21
"rble","red-billed leiothrix","u",47,21.8,61,NA,NA,17
"rble","red-billed leiothrix","u",NA,NA,NA,NA,NA,22
"rble","red-billed leiothrix","u",55,22.8,67,NA,NA,22
"jawe","Japanese white-eye","u",42,18,56,7.5,8.1,11
"wrsh","white-rumped shama","m",142,25,92,NA,NA,34
"rwbu","red-whiskered bulbul","u",78,18.1,78,8.8,11.5,22
"rble","red-billed leiothrix","m",56,23.8,70,NA,NA,21
"jawe","Japanese white-eye","u",42,16.9,56,NA,NA,11
"rble","red-billed leiothrix","u",NA,NA,NA,NA,NA,19
"rble","red-billed leiothrix","u",57,23.2,69,8.1,9.5,21
"jawe","Japanese white-eye","u",40,NA,60,7.3,8.2,7
"rble","red-billed leiothrix","u",54,23.4,66,7.4,10.6,21
"rble","red-billed leiothrix","u",54,24.5,66,7.4,10,23
"rble","red-billed leiothrix","u",54,23.5,67,8.3,9,22.5
"rwbu","red-whiskered bulbul","u",78,19.3,78,8.5,11.2,29
"jawe","Japanese white-eye","u",NA,17.4,57,7.05,7,11.5
"jawe","Japanese white-eye","u",41,16.6,58,7.6,7.9,10.5
"rwbu","red-whiskered bulbul","u",NA,20.2,77,9.2,12.1,23
"rble","red-billed leiothrix","u",54,23.5,68,7.9,NA,20
"rble","red-billed leiothrix","u",53,24.7,65,8.6,8.7,24
"rble","red-billed leiothrix","u",NA,NA,NA,NA,NA,20.5
"rble","red-billed leiothrix","u",57,24.3,70,7.1,10.3,24
"rble","red-billed leiothrix","u",54,23,62,NA,NA,21
"rble","red-billed leiothrix","u",55,23.2,68,NA,NA,NA
"jawe","Japanese white-eye","u",46,17.9,60,7.4,7.5,12
"jawe","Japanese white-eye","u",39.5,17.7,55,NA,NA,10
"jawe","Japanese white-eye","u",41,18.3,57,NA,NA,10
"rble","red-billed leiothrix","u",56,23.5,69,7.9,8.9,20
"rble","red-billed leiothrix","u",52,23.7,65,8.4,9.1,23
"rble","red-billed leiothrix","u",55,NA,67,NA,NA,20
"rble","red-billed leiothrix","u",NA,NA,NA,NA,NA,23
"jawe","Japanese white-eye","u",43,17.7,59,8,7.6,12
"wrsh","white-rumped shama","m",NA,27,NA,11.5,13.7,34
"jawe","Japanese white-eye","u",43,17.4,62,NA,NA,9
"wrsh","white-rumped shama","m",120,25,93,11.8,11.5,33
"wrsh","white-rumped shama","m",NA,26.9,90,11.6,12.4,31
"rwbu","red-whiskered bulbul","u",79,19.2,76,9,10.5,25.5
"rwbu","red-whiskered bulbul","u",83,21.5,82,8.2,12,25
"rble","red-billed leiothrix","u",NA,24.3,70,6.9,9.8,20
"rble","red-billed leiothrix","u",NA,23,68.5,7.2,9.7,20.5
"jawe","Japanese white-eye","u",43,17.1,57,6.8,6.9,11
"rble","red-billed leiothrix","u",NA,NA,NA,NA,NA,21
"rble","red-billed leiothrix","u",52,24.1,64,7.5,9.7,22
"rwbu","red-whiskered bulbul","u",76,19.3,77,9.2,10.7,NA
"jawe","Japanese white-eye","u",44,17,58.5,7.5,8.1,12
"wrsh","white-rumped shama","f",112,24.4,90,11.3,11.7,26
"rble","red-billed leiothrix","u",56,22.3,66.5,7.6,8.2,20
"rble","red-billed leiothrix","u",54,23,67,7.5,9.5,19
"rble","red-billed leiothrix","u",54,23.2,67,NA,NA,22.5
"rble","red-billed leiothrix","u",54,24.9,64,NA,NA,22
"rble","red-billed leiothrix","u",NA,23.8,NA,7.2,10.2,20
"rble","red-billed leiothrix","u",55,23.3,69,7.4,8.9,12
"rble","red-billed leiothrix","u",53,24.5,62.5,NA,NA,23
"rble","red-billed leiothrix","u",55,24.7,67,7.5,9.1,22
"rble","red-billed leiothrix","u",NA,19.4,76,9.1,10.6,24.5
"rble","red-billed leiothrix","u",53,24.2,66.5,NA,NA,21
"rble","red-billed leiothrix","u",58.5,23.4,68,NA,NA,22
"rble","red-billed leiothrix","u",NA,20.1,NA,8.6,12.4,26.5
"rble","red-billed leiothrix","u",56,22,68,NA,NA,21.5
"rble","red-billed leiothrix","u",55,24.1,67,6.9,10,21
"rble","red-billed leiothrix","u",55,24.5,68,NA,NA,22
"rble","red-billed leiothrix","u",55,24.5,63,NA,NA,22
"rble","red-billed leiothrix","u",52,23.5,67,NA,NA,19
"rvbu","red-vented bulbul","u",85,23.3,95,11.5,10.6,35.5
"wrsh","white-rumped shama","m",134,25.6,90,10.2,13,31
"rble","red-billed leiothrix","u",54,24.1,65,7.6,10,19
"rwbu","red-whiskered bulbul","u",84,21,81,8.7,11.5,35
"rble","red-billed leiothrix","u",59,22.5,69,NA,NA,21
"rble","red-billed leiothrix","u",58,23.7,67,NA,NA,18
"rble","red-billed leiothrix","u",55,22.4,68,NA,NA,19
"rwbu","red-whiskered bulbul","u",75,19.8,76,9,11.2,25.5
"rble","red-billed leiothrix","u",56,24,67,NA,NA,21
"rble","red-billed leiothrix","u",55,24.9,67,NA,NA,22
"rble","red-billed leiothrix","u",57,24,68,NA,NA,21
"rble","red-billed leiothrix","u",55,24.9,63,NA,NA,20.5
"jawe","Japanese white-eye","u",39,17.1,58,8.2,7.7,9.5
"rble","red-billed leiothrix","u",51,24.9,66,7.4,11.1,21
"rble","red-billed leiothrix","u",47,24.2,69,NA,NA,22
"rble","red-billed leiothrix","u",53,22.2,66,NA,NA,19.5
"rble","red-billed leiothrix","u",57,24.4,67,NA,NA,20
"rble","red-billed leiothrix","u",54,24,64,NA,NA,20
"rble","red-billed leiothrix","u",54,23,67,7.7,8.4,17
"jawe","Japanese white-eye","u",40,18.2,57,NA,NA,12
"jawe","Japanese white-eye","u",40,18.3,59,8.4,5.9,9.5
"jawe","Japanese white-eye","u",43,17.9,59,7.2,8.4,11
"jawe","Japanese white-eye","u",38,NA,55.5,NA,NA,11
"rble","red-billed leiothrix","u",67,24.9,67,NA,NA,25
"rble","red-billed leiothrix","u",NA,NA,NA,NA,NA,20
"rble","red-billed leiothrix","u",NA,NA,NA,NA,NA,22
"rble","red-billed leiothrix","u",53,25.1,64,7.3,9.9,23
"wrsh","white-rumped shama","m",120,26.4,91,11.3,12.4,29
"rble","red-billed leiothrix","u",56,24.1,68,NA,NA,23
"rble","red-billed leiothrix","u",54,21.9,68,7.8,7.9,NA
"rble","red-billed leiothrix","u",53,21.5,66,NA,NA,NA
"rble","red-billed leiothrix","u",56,24.5,69,NA,NA,24
"rble","red-billed leiothrix","u",55,23.2,67,NA,NA,21
"rble","red-billed leiothrix","u",52,NA,61,NA,NA,22
"rble","red-billed leiothrix","m",NA,26.2,NA,NA,NA,29
"rble","red-billed leiothrix","u",56,21.6,68,NA,NA,23
"rvbu","red-vented bulbul","u",86.5,22.5,91,9.4,11.8,29
"rwbu","red-whiskered bulbul","u",73,20,79,9.3,11.3,30
"rble","red-billed leiothrix","u",50,22.6,63,7.8,10.2,21
"rble","red-billed leiothrix","u",59,24.4,64,NA,NA,NA
"rble","red-billed leiothrix","u",52,23.1,65,NA,NA,13
"rble","red-billed leiothrix","u",55,23.4,64.5,NA,NA,21
"rble","red-billed leiothrix","u",56,22.2,70,NA,NA,21
"rble","red-billed leiothrix","u",54,22.2,65.5,NA,NA,21.5
"rwbu","red-whiskered bulbul","u",76,21,86,8.4,10.6,25
"rble","red-billed leiothrix","u",55,22.5,65,NA,NA,20
"rble","red-billed leiothrix","u",56,24,70,7.5,7.8,23
"jawe","Japanese white-eye","u",41,17.4,58.5,8.1,6.5,11
"jawe","Japanese white-eye","u",NA,17.4,57,7.8,6.6,10
"jawe","Japanese white-eye","u",40,17.9,57.5,NA,NA,11
"jawe","Japanese white-eye","u",41,18,59,7,8.3,12.5
"rble","red-billed leiothrix","u",58,21.4,70,7.8,9.5,23.5
"rble","red-billed leiothrix","u",NA,24.9,67,NA,NA,24
"rble","red-billed leiothrix","u",59,24.3,68,NA,NA,21.5
"jawe","Japanese white-eye","u",42,17.3,59,NA,NA,11
"rble","red-billed leiothrix","u",NA,22.7,68,7.1,9.1,25
"rble","red-billed leiothrix","u",59,23.8,71,NA,NA,23
"rble","red-billed leiothrix","u",49,22.7,65,7.2,8.4,21
"rble","red-billed leiothrix","u",51,23.6,65,7.3,8.3,23
"rble","red-billed leiothrix","u",57,23.8,70,7.9,9.6,23
"rble","red-billed leiothrix","u",NA,NA,NA,NA,NA,24
"rble","red-billed leiothrix","u",69,23.6,56,NA,NA,24
"rwbu","red-whiskered bulbul","u",75,19.2,79,9.2,9.1,24
"rble","red-billed leiothrix","u",50,25.1,66,7.6,9.2,25
"rble","red-billed leiothrix","u",55,23,65,NA,NA,21
"jawe","Japanese white-eye","u",39,16.1,57,NA,NA,11.5
"jawe","Japanese white-eye","u",42,18,58,NA,NA,13
"jawe","Japanese white-eye","u",40,17.6,57,NA,NA,11.5
"rble","red-billed leiothrix","u",55,24.6,65,NA,NA,23
"rble","red-billed leiothrix","u",56,21.1,67,NA,NA,22
"rble","red-billed leiothrix","u",58,23.6,68,NA,NA,24
"rble","red-billed leiothrix","u",56,22.4,66,NA,NA,23
"rble","red-billed leiothrix","u",53,23.4,66,NA,NA,22
"rble","red-billed leiothrix","u",55,23.2,68.5,NA,NA,22
"jawe","Japanese white-eye","u",44,17.1,60,8.6,8.6,12
"rble","red-billed leiothrix","u",56,23,65,7.8,8.5,20
"rble","red-billed leiothrix","u",55,23,70,NA,NA,21
"rble","red-billed leiothrix","u",50,25,58,NA,NA,22
"rble","red-billed leiothrix","u",60,24.2,70,NA,NA,23.5
"rble","red-billed leiothrix","u",53,23.5,69,NA,NA,23
"rwbu","red-whiskered bulbul","u",81,19.9,81,9.3,11.9,28
"rwbu","red-whiskered bulbul","u",75,20.1,79,8.4,11.5,25
"jawe","Japanese white-eye","u",40,18,56,7.8,7.2,12
"rble","red-billed leiothrix","u",53,24.2,67,7.6,10.2,22
"rble","red-billed leiothrix",NA,NA,NA,NA,NA,NA,NA
"rble","red-billed leiothrix",NA,NA,NA,NA,NA,NA,NA
"rble","red-billed leiothrix",NA,NA,NA,NA,NA,NA,NA
"rble","red-billed leiothrix",NA,NA,NA,NA,NA,NA,NA
"rble","red-billed leiothrix",NA,NA,NA,NA,NA,NA,NA
"rble","red-billed leiothrix",NA,NA,NA,NA,NA,NA,22
"jawe","Japanese white-eye",NA,NA,NA,NA,NA,NA,NA
"jawe","Japanese white-eye",NA,NA,NA,NA,NA,NA,NA
"rble","red-billed leiothrix","u",55,23.6,65,NA,NA,21
"rwbu","red-whiskered bulbul","u",78,18.1,78,9,11.4,23
"wrsh","white-rumped shama","f",105,24.1,82,10.5,12,25
"jawe","Japanese white-eye","u",41,17.7,60,7.9,7.2,11
"jawe","Japanese white-eye","u",42,18,58,7.7,9,NA
"rwbu","red-whiskered bulbul","u",82,20.1,84,9.2,11.5,25
"rble","red-billed leiothrix","u",NA,NA,NA,NA,NA,21
"rble","red-billed leiothrix","u",55,25,69,7.9,10,22
"rble","red-billed leiothrix","u",58,24.4,69,7.8,9.5,20
"jawe","Japanese white-eye","u",40,18.6,57,7.7,8.3,12
"jawe","Japanese white-eye","u",40,17.8,57,7.8,9.4,11
"rble","red-billed leiothrix","u",56,24.3,69,7.4,9.9,22
"jawe","Japanese white-eye","u",43,17.1,59,7.7,6.7,10.5
"rble","red-billed leiothrix","u",57,25,69,7.9,9.3,24
"rble","red-billed leiothrix","u",55,21.7,61,7,10.1,20
"rble","red-billed leiothrix","u",57,24.6,68,7.3,10.1,23
"jawe","Japanese white-eye","u",44,18.2,57,NA,NA,13
"jawe","Japanese white-eye","u",42,17.9,58,NA,NA,12
"jawe","Japanese white-eye","u",43,16.8,57,7.2,7.5,15
"jawe","Japanese white-eye","u",40,17.2,67,8.4,7,10
"jawe","Japanese white-eye","u",40,17,57,8.2,7.4,11
"jawe","Japanese white-eye","u",42,16.1,60,8.9,7.1,11
"rwbu","red-whiskered bulbul","u",84,18.6,83,9.2,10.7,25
"wrsh","white-rumped shama","f",106,25.6,86,10.4,12.8,29
"rwbu","red-whiskered bulbul","u",79,20.3,80,9.3,9.6,30
"rwbu","red-whiskered bulbul","u",75,20.5,79,8.7,13.4,28
"rwbu","red-whiskered bulbul","u",81,19.2,80,NA,NA,29
"rble","red-billed leiothrix","u",58,23.2,69,7.5,9,22
"rble","red-billed leiothrix","u",53,22.9,66,NA,NA,22
"rble","red-billed leiothrix","u",NA,NA,NA,NA,NA,NA
"jawe","Japanese white-eye","u",40,17.8,59,NA,NA,12
"jawe","Japanese white-eye","u",42,17,60,8.4,6.7,11.5
"jawe","Japanese white-eye","u",42,17.1,56,7.9,7.4,11
"rble","red-billed leiothrix","u",NA,NA,NA,NA,NA,NA
"rble","red-billed leiothrix","u",NA,NA,NA,NA,NA,NA
"rble","red-billed leiothrix","u",56,24.1,67,7.5,9.8,20.5
"rble","red-billed leiothrix","u",55,24.2,66,7.6,8.9,25
"rble","red-billed leiothrix","u",58,24,70,7.9,9,NA
"jawe","Japanese white-eye","u",43,17.5,58,7.2,7.3,11
"jawe","Japanese white-eye","u",43,18,57,7.7,8.5,11
"rwbu","red-whiskered bulbul","u",80,19.2,82,NA,NA,28
"rble","red-billed leiothrix","u",52,25,66,NA,NA,22
"rble","red-billed leiothrix","u",53,23.1,65,7.2,10.6,23
"rble","red-billed leiothrix","u",57,23.9,67,NA,NA,20
"rble","red-billed leiothrix","u",50,22.6,67,NA,NA,21
"rble","red-billed leiothrix","u",56,23.7,68,NA,NA,19
"rwbu","red-whiskered bulbul","u",79,19.6,78,NA,NA,27
"rwbu","red-whiskered bulbul","u",75,18,79,NA,NA,24
"jawe","Japanese white-eye","u",43,18.1,59,7.5,NA,11
"jawe","Japanese white-eye","u",40,17.2,58,8,5.5,12
"jawe","Japanese white-eye","u",42,18.1,58,NA,NA,11.5
"rwbu","red-whiskered bulbul","u",72,20,82,10.9,12.2,30
"rble","red-billed leiothrix","u",52,22.6,66,7.6,11.3,21
"rble","red-billed leiothrix","u",52,21.7,64,7.2,8.5,18.5
"rble","red-billed leiothrix","u",57,23.4,68,8,10.3,19.5
"rble","red-billed leiothrix","u",56,23.3,66,7.2,10.3,22.5
"rble","red-billed leiothrix","u",57,24.7,68,NA,NA,21
"rble","red-billed leiothrix","u",56,NA,69,7.5,9,22
"rble","red-billed leiothrix","u",55,23.7,69,8.8,9.6,24
"rble","red-billed leiothrix","u",54,22.5,64,NA,NA,17
"rble","red-billed leiothrix","u",59,26.2,68,NA,NA,23
"rble","red-billed leiothrix","u",56,23.2,66,NA,NA,19
"rble","red-billed leiothrix","u",53,23.9,67,NA,NA,20
"rble","red-billed leiothrix","u",54,24,62,NA,NA,21
"rble","red-billed leiothrix","u",53,NA,67,NA,NA,23
"rble","red-billed leiothrix","u",55,23.2,68,NA,NA,21
"rble","red-billed leiothrix","u",NA,23.4,69,NA,NA,23
"rble","red-billed leiothrix","u",53,24.6,66,NA,NA,20
"rwbu","red-whiskered bulbul","u",76,19.7,78,9,12.1,25
"rble","red-billed leiothrix","u",58,23.9,69,7.4,9.7,23
"rble","red-billed leiothrix","u",52,24.3,66,NA,NA,20.5
"rble","red-billed leiothrix","u",53,25.2,66,NA,NA,20
"jawe","Japanese white-eye","u",41,17.3,60,7.8,7.5,11
"rble","red-billed leiothrix","u",55,23.5,70,7.5,8.7,19
"jawe","Japanese white-eye","u",39,18.5,56,NA,7.4,11
"jawe","Japanese white-eye","u",39,17.9,58,8.4,7.6,11
"wrsh","white-rumped shama","f",100,25.7,85,11.3,13.8,25
"jawe","Japanese white-eye","u",37,17.4,59,7.8,NA,10
"wrsh","white-rumped shama","f",106,25.5,83,10.4,12,27
"jawe","Japanese white-eye","u",42,18.9,57,7.7,7.7,12
"rble","red-billed leiothrix","u",56,24.3,66.5,NA,NA,20
"jawe","Japanese white-eye","u",41,16.2,68.5,NA,NA,10
"rble","red-billed leiothrix","u",52,25.4,67,8.1,9.8,20
"rble","red-billed leiothrix","u",56,22.6,74,7.7,8.9,20
"rble","red-billed leiothrix","u",61,24.1,65,7.4,10.3,21
"rble","red-billed leiothrix","u",55,23.4,66,7.6,8.5,21
"jawe","Japanese white-eye","u",41,18.2,59,7.5,7.6,11
"jawe","Japanese white-eye","u",40,16.5,57,7.2,6.9,10
"jawe","Japanese white-eye","u",41,17.6,58,7.2,6.6,11
"jawe","Japanese white-eye","u",40,16.9,57,8,8.2,10
"jawe","Japanese white-eye","u",40,15.5,55,NA,NA,10
"jawe","Japanese white-eye","u",42,17,60,NA,NA,11
"jawe","Japanese white-eye","u",39,17.7,56,8,8.6,12
"rble","red-billed leiothrix","u",55,23.3,65,8.2,9.5,21
"rble","red-billed leiothrix","u",55,22.9,67,NA,NA,19
"rble","red-billed leiothrix","u",55,24.1,68,7.4,11.6,21
"wrsh","white-rumped shama","m",137,26.5,90,11.9,12.4,22
"rble","red-billed leiothrix","u",59,23.4,69,NA,NA,22
"jawe","Japanese white-eye","u",43,17,59,8.1,7.1,13
"jawe","Japanese white-eye","u",42,17.4,57,8.3,6.8,10.5
"wrsh","white-rumped shama","f",94,23.4,87,10.6,12.7,24
"rble","red-billed leiothrix","u",59,24.5,69,NA,NA,26
"rble","red-billed leiothrix","u",56,23.4,64,NA,NA,21
"rble","red-billed leiothrix","u",53,23.2,66,NA,NA,19
"rble","red-billed leiothrix","u",55,24,68,NA,NA,22
"rble","red-billed leiothrix","u",57,23.2,69,NA,NA,21
"rwbu","red-whiskered bulbul","u",82,18.6,84,8.9,11.3,30
"rble","red-billed leiothrix","u",58,24.1,67,NA,NA,19
"rble","red-billed leiothrix","u",55,24,64,7.1,10,20
"rble","red-billed leiothrix","u",58,23.2,69,NA,NA,21
"rble","red-billed leiothrix","u",55,23.3,69,NA,NA,19
"rble","red-billed leiothrix","u",54,23.3,65,6.8,8,19
