site,date,species,band_number,colors,sex,tail,tarsus,wing,total_culmen,nares_to_tip,width,depth,gape,mass_bird_bag,mass_bag,mass
MOA,3/1/2015,rble,271152107,rods,u,50,22.5,64,NA,7.2,5,5.3,9.5,46,26,20
MOA,3/1/2015,rble,271152108,rrds,u,56,24.5,68,NA,8.1,4.7,5.2,8.3,52,30,22
EKA,3/3/2015,jawe,262146372,rswd,u,40,18.8,61,NA,8.4,4.5,3.9,9.7,36,26,10
EKA,3/3/2015,wrsh,271152071,grds,f,121,23.2,88,NA,9.8,4.7,5,12.8,61,34,27
EKA,3/3/2015,wrsh,271152109,dsgd,m,133,26.1,93,NA,11,5.5,5.3,12.4,68,29,39
EKA,3/3/2015,jawe,275036374,rsww,u,42,17.4,59,NA,8.1,4.6,3.7,9.9,36,25,11
EKA,3/3/2015,jawe,275036376,ggws,u,43,17.9,58,NA,7.8,4.3,4.2,9,37,26.5,10.5
EKA,3/10/2015,jawe,262146376,xxxs,u,40.5,18.5,57,NA,8.2,4,3.4,7.9,26.5,17,9.5
EKA,3/10/2015,rble,271152112,rdds,u,50.5,23.5,67,NA,7.5,5.7,5.3,9.7,38.5,18,20.5
EKA,3/10/2015,wrsh,271152113,dsry,m,141,26.8,94,NA,12.1,5.6,5.3,11.7,55,23,32
PAH,3/12/2015,jawe,262146377,rgws,u,43,16,58.5,NA,7,4.2,3.5,8.6,18,8,10
PAH,3/12/2015,jawe,262146378,rows,u,42,18.5,59,NA,9,4.1,4,8.4,36,26,10
PAH,3/12/2015,rble,271152115,ygds,u,52,24.8,59,NA,7.5,5.2,5.2,8.9,43,21,22
PAH,3/12/2015,rble,271152116,ords,u,56,24,65,NA,7.4,4.9,5.2,8.5,42,20,22
PAH,3/12/2015,rble,271152117,rwds,m,57,24.4,68,NA,8.4,5,5.4,10.1,48,26,22
PAH,3/12/2015,rble,271152118,oods,u,53,22.2,67,NA,7.3,5.6,5.1,10.3,56,36,20
PAH,3/12/2015,rble,271152119,oyds,u,56,22.4,69,NA,7.1,4.8,5.2,8.3,49,28,21
PAH,3/12/2015,jawe,275036383,rrws,u,41,18.4,58,NA,8.1,4.8,3.8,9,46,35,11
PAH,3/12/2015,rble,NA,xxxx,u,NA,NA,NA,NA,NA,NA,NA,NA,54,32,22
PAH,3/13/2015,rble,271152120,wgds,u,56,23.6,66,NA,7.6,4.9,4.8,8.7,47,26,21
PAH,3/15/2015,rble,271152114,ogds,u,55,24.1,68,NA,7.6,5.5,4.8,10.3,47,25,22
EKA,3/17/2015,wrsh,271152121,dsrd,m,137,25.8,89,NA,11.4,5.4,5.5,12.9,55,25,30
EKA,3/17/2015,jawe,275036386,ogws,u,40,17.6,59,NA,7.5,4.3,3.9,7.9,36,25,11
WAI,3/19/2015,jawe,262146380,oows,u,35,18.8,60,NA,7.5,3.9,3.3,7.5,37.5,26.5,11
WAI,3/19/2015,rble,271152122,yrds,u,57,23.4,78,NA,7.3,4.5,5,8.5,46,27,19
WAI,3/19/2015,rble,271152123,owds,u,52,21.9,66,NA,7.2,5.1,5.3,9.9,48.5,26,22.5
WAI,3/19/2015,rble,271152124,owds,u,59,23.4,71,NA,7.2,5.2,5.3,10.1,47,25,22
WAI,3/19/2015,rble,271152125,yyos,u,56,23,70,NA,8.4,5,5,9.9,45,26,19
WAI,3/19/2015,rwbu,271152126,ysyd,u,86,21.1,83,NA,9.7,5.9,5.5,11.4,58,27,31
WAI,3/19/2015,rble,271152127,ydds,u,59,25.8,70,NA,7.9,5.5,5,8.5,48,25,23
WAI,3/19/2015,rble,271152128,ywds,u,61,24.1,70,NA,7.9,5.1,5.3,10.4,53,29,24
WAI,3/19/2015,rble,271152129,drds,u,54,24.4,68,NA,8.4,4.8,5.1,10.6,48,27,21
WAI,3/19/2015,jawe,275036387,orws,u,39,18,58,NA,7.4,3.9,3.4,8.1,35,25,10
WAI,3/19/2015,jawe,275036388,odws,u,36,17,57,NA,8.1,4.3,4,8,40,30,10
WAI,3/19/2015,jawe,275036389,owws,u,43,17.7,58,NA,NA,3.7,3.7,8.4,35,26,9
WAI,3/19/2015,jawe,275036399,oyws,u,44,17.4,59,NA,7.6,4.6,3.8,8.8,49,38,11
WAI,3/19/2015,rwbu,NA,xxxx,u,NA,NA,NA,NA,NA,NA,NA,NA,58,25,33
WAI,3/20/2015,rwbu,265130779,ysdw,u,80,20,84,NA,9.2,5.3,5.3,12,66,37,29
WAI,3/20/2015,rble,271152130,dods,u,57,23.9,68,NA,7.4,4.9,5,10.3,48,28,20
WAI,3/20/2015,rble,271152131,dyds,u,54,23.3,69,NA,6.6,5.1,5.2,9.5,48,26,22
WAI,3/20/2015,rwbu,271152132,ysyw,u,82,21.4,84,NA,10,5.1,5.2,11.8,66,24,NA
WAI,3/20/2015,rble,271152133,ddds,u,58,23.6,71,NA,8.1,4.6,5.2,10.6,51,29,22
WAI,3/20/2015,rble,271152134,dwds,u,53,25.6,69,NA,7.9,5.2,5.1,8.9,46,26,20
WAI,3/20/2015,rble,271152135,wrds,u,57,23.9,67,NA,7.9,5.1,5.4,11.1,53,30,23
WAI,3/20/2015,rwbu,271152136,ysdd,u,81,21.5,78,NA,8.6,5.5,5,9.4,52,23,29
WAI,3/20/2015,jawe,275036393,yyws,u,41,18.3,59,NA,8.2,4.1,4,8.2,37,27,10
WAI,3/20/2015,jawe,275036394,ydws,u,45,18.3,61,NA,7.3,4.3,3.7,7.7,37.5,26,11.5
WAI,3/20/2015,jawe,275036395,ywws,u,39,17.7,58,NA,8.1,4.5,3.6,7.7,39,28,11
EKA,3/23/2015,rble,271152137,wods,u,52,24.2,69,NA,8.1,5.3,4.9,9.6,38,18,20
MOA,3/25/2015,rwbu,265130760,yswy,u,76,19.9,88,NA,8.8,5.8,5.4,9.1,58,25,33
MOA,3/25/2015,rble,271152138,wyds,u,50,19.5,64,NA,7.8,5.3,5.1,8.3,42,26,16
MOA,3/25/2015,rble,271152139,wdds,u,50,23.3,66,NA,7.4,5.4,5.2,8.7,48,28,20
MOA,3/25/2015,rble,271152140,wwds,u,52,23.4,67,NA,7.4,5.3,5.3,9.1,55.5,33,22.5
MOA,3/25/2015,wrsh,271152141,goos,f,90,24.7,82,NA,11.9,5.3,5.7,11.6,52,26,26
MOA,3/25/2015,rble,271152142,gggs,u,52,22.2,70,NA,7.1,4.9,5.2,8.7,45,24.5,20.5
MOA,3/25/2015,rble,271152143,rggs,u,55,23.9,68,NA,8.3,5.3,5.1,8.1,51.5,27,24.5
MOA,3/25/2015,wrsh,271152144,dsow,m,126,26.7,90,NA,10.5,5.3,5.4,12,55,25,30
MOA,3/25/2015,wrsh,271152145,oswd,m,108,NA,85,NA,10.8,5.3,5.2,11,55,26,29
MOA,3/25/2015,rble,271152147,yggs,u,51,23.6,68,NA,7.8,5,4.5,8.4,48,26.5,21.5
MOA,3/25/2015,rwbu,271152148,yswd,u,72,19.4,74,NA,8.5,6.1,5.5,10,49,25,24
MOA,3/25/2015,rble,271152149,dggs,u,58,23.1,69,NA,7,4.6,5.1,8.2,45,23,22
MOA,3/25/2015,rble,271152150,wggs,u,55,22.1,69,NA,7.7,5.4,5.1,9,44,24.5,19.5
MOA,3/25/2015,rwbu,271152152,ysgw,u,72,20.2,77,NA,8.5,5.2,5.1,9.5,55.5,31,24.5
MOA,3/25/2015,rble,271152153,grgs,u,51,25.1,69,NA,7.2,4.5,5.5,8.8,44,25,19
MOA,3/25/2015,jawe,275036398,gggs,u,40,17.1,55,NA,7.6,4.1,4,6.5,34.5,25.5,9
MOA,3/26/2015,rble,271152155,orgs,u,54,23.4,76,NA,7.4,4.3,5.2,8.8,48,28,20
MOA,3/26/2015,rble,271152156,yrgs,u,59,24.5,71,NA,7.5,5.2,5.1,10.6,47,26,21
MOA,3/26/2015,rwbu,271152157,rsww,u,64,21.5,79,NA,9.3,5.1,4.9,9.6,52,30,22
MOA,3/26/2015,rwbu,271152158,rswd,u,80,19,82,NA,9.4,5.2,5.1,11.1,58,33,25
MOA,3/26/2015,wrsh,271152154,dsyo,m,149,24.2,93,NA,11.5,5.9,5.4,10.9,63.5,33,30.5
MOA,3/26/2015,rble,271152160,wrgs,u,56,23.2,66,NA,7,4.4,4.7,9.7,47,27,20
MOA,3/26/2015,rble,271152161,gogs,u,59,23.6,67,NA,7.3,4.8,4,8.8,47,25,22
MOA,3/26/2015,rble,271152162,rogs,u,55,22.7,70,NA,7.5,4.1,5.2,8.9,56,34,22
MOA,3/26/2015,rble,271152163,oogs,u,54,24.1,67,NA,7,5.3,5.3,9.2,47,25,22
MOA,3/26/2015,wrsh,271152201,dsww,m,135,25.2,91,NA,11.3,6.2,5.6,11.4,53,25,28
MOA,3/26/2015,jawe,275036400,drws,u,44,17.5,58,NA,7.4,4.3,3.6,8.3,39,29,10
MOA,3/26/2015,jawe,275036401,dyws,u,44,18.2,60,NA,8.1,4.2,3.6,7.7,37,24,13
MOA,3/26/2015,jawe,275036402,dows,u,32,18.5,59,NA,7.5,4.5,3.8,7.9,33.5,26,7.5
PAH,3/30/2015,jawe,262146381,ddws,u,40,17.4,58,NA,8.2,4.3,3.4,8.8,67,56.5,10.5
PAH,3/30/2015,rwbu,265130777,rswy,u,84,21.3,83.5,NA,8.6,6.1,4.9,11.6,55,28.5,26.5
PAH,3/30/2015,rble,271152164,gdgs,u,55,23.4,70,NA,7.5,5.3,4.7,9.3,30,11,19
PAH,3/30/2015,rble,271152165,gwgs,u,56,22.6,67,NA,7.5,5.1,5,10.5,28,8,20
PAH,3/30/2015,rble,271152166,rdgs,m,57,23.4,71,NA,7.8,5.5,5,11.6,28.5,8,20.5
PAH,3/30/2015,rble,271152168,rwgs,m,57,25.4,69,NA,7.7,5.7,5,9.5,52,30,22
PAH,3/30/2015,rble,271152169,odgs,m,55,24.7,71,NA,8.2,4.6,5,10.2,78,56,22
PAH,3/30/2015,jawe,275036403,dwws,u,40,17.1,60,NA,8.4,4.1,3.3,7.3,38,29,9
EKA,4/1/2015,rble,271152170,owgs,u,54,20.3,65,NA,7.9,5,4.9,8.7,44.5,26,18.5
EKA,4/1/2015,wrsh,271152171,yyds,f,110,24.8,89,NA,9.6,5.1,5,10.8,48,26,22
EKA,4/1/2015,wrsh,271152172,ydds,f,93,24.5,84,NA,10.2,5.6,5.5,10.5,54,26,28
EKA,4/1/2015,rble,271152174,yogs,u,52,22.9,63,NA,7,4.6,5.1,7.4,44,24,20
EKA,4/1/2015,rble,271152176,dogs,u,54,24.1,67,NA,7.1,5.1,5,9,46,25.5,20.5
EKA,4/1/2015,rwbu,271152177,rswo,u,73,18.4,74,NA,8.4,5.7,5,10.6,46,24.5,21.5
EKA,4/1/2015,rwbu,271152178,rswr,u,76,20.3,85,NA,9.6,5.3,4.9,12.2,48,28,20
EKA,4/1/2015,rwbu,271152179,rswg,u,78,20.4,81,NA,8.7,5.5,5.2,11.4,54,28,26
EKA,4/1/2015,rble,271152180,wogs,u,57,24.2,65,NA,7.5,5.4,5.1,8.7,44.5,25,19.5
EKA,4/1/2015,jawe,275036404,wgws,u,40,17.9,57,NA,7.1,4,3.2,7.7,42,32,10
EKA,4/1/2015,jawe,275036405,wrws,u,38,17.2,57,NA,6.5,4.2,3.1,7.3,36,26,10
EKA,4/2/2015,jawe,262146384,wdws,u,40,17.2,58,NA,7.5,4.2,3.5,7.1,34,24,10
EKA,4/2/2015,rble,271152181,yygs,u,54.5,23.1,66,NA,7.9,5.2,5.2,10.1,53,33,20
EKA,4/2/2015,rble,271152182,ydgs,u,54,24.2,64,NA,7.5,5.2,4.7,10.1,45.5,26,19.5
EKA,4/2/2015,rble,271152183,ywgs,u,57,23.5,69,NA,7.3,4.5,5.2,9.5,51,30,21
EKA,4/2/2015,rble,271152184,dygs,u,59,23.8,70,NA,7.9,4.8,5.1,8,50,30,20
EKA,4/2/2015,rble,271152185,wygs,u,54,22.3,63,NA,7,4.8,4.7,8.5,53,34,19
EKA,4/2/2015,wrsh,271152199,dsyw,m,148,25.6,93,NA,10.8,5.3,5.2,12,57,25.5,31.5
EKA,4/2/2015,jawe,275036408,wyws,u,45,17.9,59,NA,7.6,4,3.5,8.3,37,27,10
EKA,4/4/2015,rble,271152302,ddgs,u,57,23.2,66,NA,7.6,5,5.1,9.9,44.5,25,19.5
EKA,4/4/2015,rble,271152303,dwgs,u,57,25,69,NA,8.2,5.1,5.6,8.4,46,25,21
EKA,4/4/2015,rble,271152304,wdgs,u,55,24,68,NA,7.5,5,5.1,8.8,45.5,24,21.5
EKA,4/4/2015,jawe,275036502,wwws,u,41,17.2,58,NA,7.6,4.5,4.1,6.6,36,26,10
WAI,4/6/2015,wrsh,265130775,wsgg,m,139,25.9,92,NA,11.3,5.6,5.7,12.8,50,18,32
WAI,4/6/2015,wrsh,265130776,gros,f,111,25.5,85,NA,11.6,5.9,5.9,13.6,54,26,28
WAI,4/6/2015,rble,271152187,wwgs,u,55,20.4,68,NA,8.3,5.1,4.8,10.4,51,31,20
WAI,4/6/2015,rble,271152188,ggys,u,58,24.4,69,NA,8,5.3,5.1,10.6,49,27,22
EKA,4/8/2015,jawe,235109402,xsxx,m,42.5,17.3,59,NA,8.3,4,3.6,7.3,28.5,18.1,10.4
EKA,4/8/2015,wrsh,271152305,gyws,f,104,23.8,87,NA,11.1,5.5,5.4,13.9,55,27,28
EKA,4/8/2015,rble,271152306,goys,u,56,24.2,68,NA,8.1,5.8,5.2,8.9,49,27,22
EKA,4/8/2015,jawe,275036503,xsxx,f,NA,NA,NA,NA,NA,NA,NA,NA,35,24,11
MOA,4/13/2015,wrsh,265130774,wsoo,m,133,26.4,94,NA,12.5,5.1,5.4,15.5,56,24,32
MOA,4/13/2015,wrsh,271152192,ogws,f,106,24.8,87,NA,9.2,5.3,5.8,10,56,31,25
PAH,4/14/2015,rble,271152193,ysdw,u,52,24.1,67,NA,8.4,5.2,5.1,10.5,48,26,22
PAH,4/14/2015,rble,271152194,ysro,u,50,23.6,64,NA,7.6,5,4.7,9,45,24,21
PAH,4/14/2015,rble,271152195,gsor,u,53,23.4,64,NA,8.2,5.2,4.8,9,45,27,18
PAH,4/14/2015,rble,271152196,ysrr,u,56,24.5,68,NA,8,5.4,5,9.7,47,26,21
PAH,4/14/2015,jawe,275036420,ysgg,u,41,18.4,59,NA,7.3,4.6,3.7,9,39,26,13
PAH,4/15/2015,wrsh,265130762,wsrg,m,149,26.1,96,NA,12,5.6,5.6,13.2,62,28,34
EKA,4/15/2015,rwbu,265144503,dsgr,u,76,20.6,79,NA,9.4,5.3,5.4,10.2,52,26,26
PAH,4/15/2015,rble,271152197,ysgg,u,53,22.7,64,NA,7.5,5,4.9,8.3,45,25,20
PAH,4/15/2015,wrsh,271152198,wsgr,m,139,25.4,94,NA,10.8,5.4,5.6,11.5,58,26,32
EKA,4/15/2015,rble,271152313,osry,u,56,24.4,67,NA,7.7,5.1,5.2,9.2,47,26,21
PAH,4/15/2015,jawe,275036422,osgy,m,42,18.1,60,NA,7.1,4.4,3.6,7.9,40,30,10
PAH,4/15/2015,jawe,275036423,osrg,u,41,17.7,56,NA,7.3,4.1,3.5,7.2,36,25,11
PAH,4/15/2015,jawe,275036424,osrr,u,41,18.2,61,NA,7.2,4.3,3.6,6.7,38,24,14
EKA,4/15/2015,jawe,275036507,osro,u,40,18.1,59,NA,7.8,4.8,4.7,7.3,37,26,11
WAI,4/16/2015,rble,271152314,ysrg,u,55,23.2,66,NA,7,4.9,5,9.6,48.5,26,22.5
WAI,4/16/2015,jawe,275036508,gsrg,m,42,17.2,59,NA,7.9,4.4,3.8,6.8,38,26,12
MOA,4/17/2015,wrsh,271152315,gsgg,m,132,26.5,93,NA,12,5.2,5.6,10.1,56,24,32
MOA,4/20/2015,jawe,232143109,ysyg,m,43,16.5,60,NA,7.8,4.2,3.7,7.2,33,23.5,9.5
MOA,4/20/2015,wrsh,271152203,dsgy,m,136,25.3,96,NA,11,6.5,5.3,11.3,55,25,30
WAI,4/20/2015,rble,271152318,ysog,u,NA,NA,NA,NA,NA,NA,NA,NA,48,26.5,21.5
WAI,4/20/2015,rble,271152319,ysyg,u,56,24.9,67,NA,7.4,5.1,4.9,9,46,26,20
WAI,4/20/2015,jawe,275036512,wsgg,u,42,18,59,NA,8,4,3.6,8.6,37,26,11
PAH,4/21/2015,rble,271152320,ysgy,u,55,24.2,64,NA,7,4.6,5,8.2,48,26,22
PAH,4/21/2015,rble,271152321,ysgd,u,57,23.4,69,NA,8.6,4.8,5.2,9.8,46,25,21
PAH,4/21/2015,wrsh,271152322,gsgr,u,114,25.4,87,NA,10.7,5.3,5.3,13.2,54,25,29
PAH,4/21/2015,rble,271152323,ysrg,u,50,23.4,66,NA,7.6,5.2,5.2,9.7,48,25,23
PAH,4/21/2015,rble,271152324,ysro,u,48,23.5,68,NA,7.7,5.1,5.1,8.2,46,25,21
PAH,4/21/2015,rble,271152325,ysrw,u,54,24.5,68,NA,6.8,5.4,5.2,8.2,45,25,20
PAH,4/21/2015,jawe,275036513,gsgg,u,42,15.6,59,NA,7.3,4.3,3.8,7.6,36,25,11
EKA,4/22/2015,jawe,235109409,xsxx,m,42,17.6,60,NA,7.6,4.4,3.7,7.3,35,24.5,10.5
EKA,4/22/2015,rwbu,271152326,dsgo,u,81,20.2,85,NA,8.8,5.6,5,10.3,53,26,27
WAI,4/23/2015,rble,271152328,ysdg,u,54,24.1,66,NA,7.3,4.9,5,9.9,44,26,18
WAI,4/23/2015,rble,271152329,yswg,u,53,23.1,67,NA,7.5,5.5,5,10.6,46,27,19
WAI,4/23/2015,jawe,275036516,wsry,m,41,17.9,61,NA,7.8,4.6,3.7,7.9,38,27,11
EKA,4/26/2015,jawe,232143110,dsgw,m,42,18.1,59,NA,8.4,4.8,3.6,8,35,25,10
EKA,4/26/2015,jawe,232143111,dsgy,u,41,17.9,57,NA,8.3,4.8,3.9,8.8,35,24,11
EKA,4/26/2015,wrsh,265130772,dsyy,f,109,25.6,81,NA,11.1,5.8,5.5,13.2,51,25,26
EKA,4/26/2015,rble,271152214,ysdg,u,51,24.3,66,NA,7.1,5.4,4.8,10.3,47,25,22
EKA,4/26/2015,rble,271152215,ysdr,u,52,23.1,66,NA,7,5,5.1,9.6,45,24,21
EKA,4/26/2015,rble,271152217,ysdw,u,56,24.3,68,NA,8.8,5.6,5.5,9.9,46,24,22
EKA,4/26/2015,rble,271152218,ysdd,m,53,22.2,65.5,NA,7.8,5.1,4.8,9.7,45,25,20
EKA,4/26/2015,rble,271152219,ysdy,u,54,23.6,66,NA,7.3,5.4,4.8,10.1,45,25,20
EKA,4/26/2015,rble,271152220,xsxx,u,57.5,25.3,69.5,NA,NA,NA,NA,NA,53,31,22
EKA,4/26/2015,rble,271152221,xsxx,u,53.5,NA,66,NA,NA,NA,NA,NA,46.5,27,19.5
EKA,4/26/2015,jawe,275036427,dsgr,m,43,17.7,58,NA,7.4,4.6,3.4,7.9,34,24.5,9.5
EKA,4/26/2015,jawe,275036499,dsgd,m,46,17.8,58,NA,8.2,4.7,3.6,8.5,34,24.5,9.5
MOA,4/27/2015,wrsh,265144507,gsgy,m,138,26.1,92,NA,10.9,5.5,5.5,12.4,57,24,33
MOA,4/27/2015,rble,271152335,ysgw,u,56,20.3,67,NA,7.6,5.5,5.3,10.1,25,8,17
MOA,4/27/2015,rble,271152336,ysry,u,55,23.8,68,NA,7.7,4.8,5.1,9,26,8,18
MOA,4/27/2015,rble,271152337,ysoo,u,57,23.2,68,NA,7.7,5,5,9,31,17,14
MOA,4/27/2015,rble,271152338,ysod,u,60,21.4,71,NA,7.9,5.2,4.9,8.7,35.5,18,17.5
MOA,4/27/2015,rble,271152339,ysow,u,56,24.5,68,NA,7.4,4.7,5,9.7,37,19,18
MOA,4/27/2015,rble,271152340,ysyr,u,58,24.2,69,NA,8.2,4.8,4.8,8.9,43.5,25.5,18
MOA,4/27/2015,rble,271152341,ysyo,u,52,23.2,64,NA,7.4,5,4.9,9,43,26,17
MOA,4/27/2015,wrsh,271152342,gsgo,m,135,25.4,91,NA,10.8,5.2,5.3,11.4,58,27,31
MOA,4/27/2015,wrsh,271152343,gogs,f,102,25.4,84,NA,10.3,5.7,5.1,11.5,52,26,26
MOA,4/27/2015,jawe,275036521,ysod,u,40,17.7,59,NA,8,4.3,3.7,7.1,16,8,8
MOA,4/27/2015,jawe,275036522,ysgr,u,41,17,60,NA,7.6,4.5,3.9,7.6,36,26,10
PAH,4/28/2015,wrsh,265144509,gsgd,m,149,25.2,95,NA,10.9,5.9,5.4,11.4,57,25,32
PAH,4/28/2015,jawe,275036523,rsgo,u,40,17.7,58,NA,7.4,4.8,4,8.2,40,29,11
EKA,4/29/2015,jawe,275036524,dsrr,u,42,17.5,59,NA,7.9,4.4,4.1,7.6,38,26,12
PAH,5/1/2015,wrsh,265144510,gsgw,m,150,26.2,90,NA,11.3,5.2,5.6,11,61,26,35
MOA,5/1/2015,wrsh,271152236,dsdo,m,137,24.2,90,NA,11,6,6.5,12.5,51,26,25
PAH,5/1/2015,jawe,275036546,gsyd,u,41,18,61,NA,6.7,4.6,4.2,7.6,36,25,11
WAI,5/4/2015,rble,271152237,ysgr,m,54,24,68,NA,8.3,5.3,5,10,55,33,22
PAH,5/5/2015,jawe,235109414,rsrw,m,40.5,16.5,57.5,NA,7.9,4,3.4,8,36,25.5,10.5
PAH,5/5/2015,rble,271152353,gsgw,u,55,24.2,71,NA,8.1,5.4,5.1,9.9,39,19,20
PAH,5/5/2015,rble,271152354,gsro,u,55,23.5,68,NA,7.9,5.2,4.9,9.4,29,8,21
PAH,5/5/2015,jawe,275036537,rsgw,u,NA,NA,NA,NA,NA,NA,NA,NA,36,25,11
PAH,5/5/2015,jawe,275036538,rsry,u,39.5,17.7,57,NA,7.9,4.5,3.9,8.4,37,26.5,10.5
PAH,5/5/2015,jawe,275036539,rsrd,u,43,16.4,60,NA,7.5,4.4,3.5,8.7,36,26,10
WAI,5/6/2015,rwbu,265130771,rsgg,u,79,18.5,79,NA,9,5.4,5.1,10.8,48,25,23
WAI,5/6/2015,rble,271152238,ysrr,u,56,23.4,68,NA,8,4.8,5.1,9.2,46,24,22
WAI,5/6/2015,rble,271152239,ysor,u,56,22.5,66,NA,6.5,5,5.1,9.7,50.5,32,18.5
WAI,5/6/2015,rble,271152240,ysro,u,55,23.2,66,NA,8,4.5,4.7,8.8,48,28,20
WAI,5/6/2015,rble,271152241,ysoo,u,57,22.8,69,NA,7.5,4.9,5.3,8.1,46,27,19
WAI,5/6/2015,rble,271152242,ysry,u,56,24.4,70,NA,8,5.1,5.1,9.8,49,26,23
WAI,5/6/2015,rble,271152243,ysrd,u,56,22.5,66,NA,6.5,4.7,4.9,9.3,48,27,21
WAI,5/6/2015,rble,271152244,ysrw,u,57,23.2,67,NA,7.9,4.6,5,9.3,38,17,21
WAI,5/6/2015,rble,271152245,ysow,u,57,22.6,66,NA,7.9,5.1,5.2,9.8,44,25,19
WAI,5/6/2015,rwbu,271152246,rsgr,u,77,17.7,77,NA,8.6,5.3,5.4,11.5,51,27,24
WAI,5/6/2015,rble,271152247,ysod,u,53,23.2,66,NA,7.1,4.8,5.3,9,47,26,21
WAI,5/6/2015,rble,271152248,ysoy,u,58,24.3,73,NA,8.3,5.5,5.2,9.6,49,25,24
WAI,5/6/2015,rwbu,271152249,rsgo,u,81,19.2,83,NA,8.6,5.2,5.1,10.1,53,25,28
WAI,5/6/2015,jawe,275036436,gsgw,u,53,17.2,57,NA,8.2,4.4,4.1,6.9,38,28,10
WAI,5/6/2015,jawe,275036437,gsro,u,40,17.6,56,NA,7.2,4.3,3.5,7.5,35,25,10
WAI,5/6/2015,jawe,275036438,gsry,u,40,17.1,56,NA,7.7,4.1,3.3,8,35,24,11
WAI,5/6/2015,jawe,275036439,gsrd,u,40,17.1,57,NA,8.1,4.5,3.5,8.7,36,25,11
WAI,5/6/2015,jawe,275036440,gsrw,u,41,18,59,NA,7.8,4.2,3.4,8.5,40,30,10
WAI,5/6/2015,jawe,275036497,gsgd,u,44,17.3,60,NA,8.1,5.1,4.5,7.1,37,25,12
WAI,5/6/2015,jawe,275036498,gsgy,u,40,17.5,59,NA,8.1,4.3,4.3,6.2,38,28,10
WAI,5/7/2015,rwbu,265130767,rsgy,u,75,20.8,78,NA,10.5,5.3,5.2,10.1,49,24,25
WAI,5/7/2015,rvbu,265130770,rsgg,u,97,23.3,98,NA,9.9,6.2,6.3,13.9,67,30,37
WAI,5/7/2015,rble,271152250,ysgg,u,60,23.4,71,NA,8.1,5,5.1,9,46,25,21
WAI,5/7/2015,rble,271152251,ysyr,u,56,23.6,68,NA,7.8,5,4.9,10.3,49,29,20
WAI,5/7/2015,rble,271152252,ysgo,u,55,24.5,66,NA,8.3,5.3,4.7,8.5,49,28,21
WAI,5/7/2015,rble,271152254,ysyy,u,62,23.6,NA,NA,7.1,5.3,5.1,8.4,53,32,21
WAI,5/7/2015,rble,271152255,ysgy,u,55,23.4,69,NA,9.3,5.3,5.4,9.9,48,25,23
WAI,5/7/2015,rble,271152256,ysgd,u,53,23.3,64,NA,8.3,4.4,4.6,8.5,46,26,20
WAI,5/7/2015,rble,271152257,ysgw,u,52,23.2,66,NA,8.2,5.2,5.3,9,48,29,19
WAI,5/7/2015,rble,271152258,ysyd,u,55,23.2,66,NA,7.7,5.2,5.3,9.2,50,30,20
WAI,5/7/2015,jawe,275036441,gsog,u,39,17.9,56,NA,7.6,4.1,3.4,8.1,35,22,13
WAI,5/7/2015,jawe,275036442,gsoy,u,41,17.5,59,NA,7.7,4.3,3.8,8.6,35,25,10
WAI,5/7/2015,jawe,275036444,gsyr,u,40,16.4,56,NA,7.5,3.8,3.6,7,36,26,10
WAI,5/7/2015,jawe,275036445,gsyw,u,41,17.8,59,NA,8.7,4.3,3.6,7.1,36,25,11
WAI,5/7/2015,jawe,275036446,gsyy,u,39,18.4,58,NA,7.8,4.7,3.9,7.5,37,26,11
WAI,5/7/2015,jawe,275036447,gsdg,u,41,16.3,57,NA,7.2,4.1,3.4,7.1,34,24,10
WAI,5/7/2015,jawe,275036494,gsow,u,34,17.1,62,NA,8.2,4,3.4,7.1,36,25,11
WAI,5/7/2015,jawe,275036495,gsoo,u,41,17.5,58,NA,7.8,4.2,4.1,8.5,39,26,13
WAI,5/7/2015,jawe,275036496,gsro,u,45,17.3,60,NA,7.9,4.2,3.6,7.9,35,26,9
WAI,5/7/2015,rble,NA,xxxx,u,NA,NA,NA,NA,NA,NA,NA,NA,45,25,20
WAI,5/7/2015,rble,NA,xxxx,u,NA,NA,NA,NA,NA,NA,NA,NA,54,32,22
MOA,5/11/2015,jawe,232143115,ysro,u,41,18.4,54,NA,7.3,4.1,3.2,8.2,29,3,NA
MOA,5/11/2015,jawe,232143226,ysrd,m,43,17,60,NA,7.5,4.1,3.3,8,33,25,8
MOA,5/11/2015,rwbu,265130768,rsgd,f,NA,NA,NA,NA,NA,NA,NA,NA,51,24,27
MOA,5/11/2015,rwbu,265130800,rsrg,u,78.5,18.3,79,NA,8.3,5.3,4.6,10.5,49,26,23
MOA,5/11/2015,rble,271152259,ysdo,u,53.5,24.2,63.5,NA,7.8,4.9,4.8,10,49.5,31,18.5
MOA,5/11/2015,wrsh,271152260,gyos,f,103,25.3,84,NA,10.9,5.6,5,13.4,52,24,28
MOA,5/11/2015,rble,271152261,ysdy,u,55,24.9,67,NA,7.2,5.4,5.1,9.7,45.5,24,21.5
PAH,5/12/2015,rwbu,265144513,dsgw,u,76,21.7,82,NA,8.1,5.7,5.2,10.4,52,26.5,25.5
PAH,5/12/2015,jawe,275036542,rsyg,m,42,17.7,59,NA,7.4,4.7,4,6.3,37,26,11
