site,date,species,band_number,colors,sex,tail,tarsus,wing,total_culmen,nares_to_tip,width,depth,gape,mass_bird_bag,mass_bag,mass
EKA,10/5/2016,wrsh,265144465,wsyd,m,137,27.1,93,19.4,11.5,5.2,5.5,10,54,24,30
EKA,10/5/2016,wrsh,277102959,wswr,f,105,23.5,81,15.5,9.8,4.8,4.8,13.4,52,27,25
EKA,10/5/2016,rble,277102961,ygds,u,55,24.7,68,NA,NA,NA,NA,NA,46,24.5,21.5
EKA,10/5/2016,wrsh,277102963,wsww,m,90,23.8,NA,17.8,10.7,4.7,4.8,13.1,50,24,26
EKA,10/5/2016,jawe,281093991,drgs,u,42,17.7,59,NA,NA,NA,NA,NA,36,24.5,11.5
EKA,10/6/2016,rble,277102965,wwys,u,54,22.7,67,NA,NA,NA,NA,NA,46.5,24.5,22
EKA,10/6/2016,rble,277102966,ywds,u,55,23,65,NA,NA,NA,NA,NA,44.5,24,20.5
WAI,10/6/2016,jawe,278048325,dyrs,u,45,17.8,61,NA,NA,NA,NA,NA,38,26,12
WAI,10/6/2016,rble,278128541,dsgo,u,54,22.1,66,NA,NA,NA,NA,NA,49,26,23
EKA,10/6/2016,jawe,281092993,gdgs,u,41,16.8,56,NA,NA,NA,NA,NA,35,25,10
EKA,10/6/2016,jawe,281093994,gggs,m,43,17.6,58,NA,NA,NA,NA,NA,35,NA,NA
EKA,10/12/2016,rble,274144896,yyds,u,58,22.9,67,NA,NA,NA,NA,NA,48,26,22
EKA,10/12/2016,rwbu,274144900,odgs,u,80,19.5,82,NA,NA,NA,NA,NA,53,26,27
EKA,10/12/2016,jawe,277019855,gogs,u,42,17.5,59,NA,NA,NA,NA,NA,38,26,12
EKA,10/12/2016,rble,277103001,ddys,u,52,24.8,70,NA,NA,NA,NA,NA,51,27,24
PAH,10/17/2016,wrsh,274144897,dows,m,132,27,93,18.1,11.7,5.4,5.3,12.3,58,25,33
MOA,10/18/2016,rble,277103003,yors,u,49,22.5,63,NA,NA,NA,NA,NA,46,27,19
PAH,10/19/2016,rble,277103004,xxxq,u,52,24.3,65,NA,NA,NA,NA,NA,50.5,27,23.5
WAI,10/20/2016,rble,277103005,oows,u,56,23.3,69,13.1,8.2,5.3,4.8,10.5,47,26,21
EKA,10/26/2016,rble,277102971,wwds,u,NA,24.5,72,NA,NA,NA,NA,NA,55.5,33,22.5
EKA,10/26/2016,rble,277102972,dogs,u,NA,23.7,65,NA,NA,NA,NA,NA,52,30,22
EKA,10/26/2016,rble,277102973,ooos,u,55,23.3,67,NA,NA,NA,NA,NA,48.5,26.5,22
MOA,10/28/2016,wrsh,277102975,yrys,m,139,26.3,92,18.3,10.6,4.8,5.5,13,66,23.5,NA
MOA,10/28/2016,rble,277102976,xxxq,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MOA,10/28/2016,jawe,281094003,dsyr,u,44,16.3,60,NA,NA,NA,NA,NA,44,34,10
MOA,10/31/2016,wrsh,265130701,osyw,m,120,27.1,97,17.8,12.7,4.8,5.2,12.6,53,25,28
WAI,11/2/2016,rvbu,135288482,ddgs,u,84,23.1,88,NA,NA,NA,NA,NA,64,25,39
WAI,11/2/2016,jawe,235109489,gyos,u,43,16.7,58,NA,NA,NA,NA,NA,37,25,12
WAI,11/2/2016,wrsh,270129705,ydrs,m,129,26.6,90,NA,NA,NA,NA,NA,58,28,30
WAI,11/2/2016,wrsh,271029706,yors,m,135,26.9,91,19.4,11.3,5.6,5.2,13,60,26,34
WAI,11/2/2016,jawe,277019857,ggrs,u,43,17.1,57,NA,NA,NA,NA,NA,36,27,9
PAH,11/2/2016,wrsh,277102979,dwws,f,106,24.9,88.5,17.2,9.8,4.8,4.9,13.4,54,26,28
WAI,11/2/2016,wrsh,277103013,ygrs,f,105,25.3,81,17.1,10.9,4.7,4.9,12.7,53,27,26
WAI,11/2/2016,wrsh,277103014,wsdo,m,107,24,85,17.3,11.2,4.4,5.1,11.5,53,26,27
WAI,11/2/2016,rwbu,277103015,osdy,u,71,17.4,76,NA,NA,NA,NA,NA,52,27,25
WAI,11/2/2016,rble,277103018,oyws,u,56,24.7,66,NA,NA,NA,NA,NA,54,27,27
WAI,11/2/2016,jawe,278048330,odos,u,44,17.5,59,NA,NA,NA,NA,NA,38,27,11
WAI,11/2/2016,jawe,278048331,ooos,u,44,17.2,60,NA,NA,NA,NA,NA,33,27,6
WAI,11/2/2016,jawe,278048333,grrs,u,44,16.9,60,NA,NA,NA,NA,NA,37,25,12
WAI,11/2/2016,jawe,278048334,gwrs,u,41,17.4,57,NA,NA,NA,NA,NA,40,29,11
WAI,11/2/2016,jawe,278048335,gyrs,u,44,17.2,60,NA,NA,NA,NA,NA,40,26.5,13.5
WAI,11/2/2016,jawe,278048336,osdg,u,NA,NA,NA,NA,NA,NA,NA,NA,41,29,12
PAH,11/2/2016,jawe,281094012,ggws,u,40,17.3,57,NA,NA,NA,NA,NA,45,34,11
WAI,11/3/2016,wrsh,277103020,ywrs,m,139,25.6,90,NA,NA,NA,NA,NA,57,25,32
WAI,11/3/2016,rble,277103021,rwws,u,55,24.2,62,NA,NA,NA,NA,NA,49,25,24
WAI,11/3/2016,rble,277103022,wdws,u,56,24.4,65,NA,NA,NA,NA,NA,45,25,20
WAI,11/3/2016,rble,277103024,wows,u,64,24.3,68,NA,NA,NA,NA,NA,54,25,29
WAI,11/3/2016,jawe,278048341,rgrs,u,41,17.1,58,NA,NA,NA,NA,NA,38,29,9
WAI,11/3/2016,jawe,278048342,rors,u,46,17.9,60,NA,NA,NA,NA,NA,37,26,11
MOA,11/4/2016,rble,277102982,xxxs,u,62,23.8,72,NA,NA,NA,NA,NA,47,24,23
MOA,11/4/2016,rble,277102983,xxxs,u,55,24.2,67,NA,NA,NA,NA,NA,43,24,19
MOA,11/4/2016,rble,277102984,xxxs,u,58,24.6,69,NA,NA,NA,NA,NA,50,26,24
MOA,11/4/2016,jawe,281094815,xxxs,u,45,17,60,NA,NA,NA,NA,NA,39,28,11
WAI,11/7/2016,rble,277103037,wrws,u,54,23,66,NA,NA,NA,NA,NA,51,29,22
PAH,11/8/2016,wrsh,265144468,drws,m,122,27.2,91,20.3,11.2,5.6,5.2,13.5,58,25,33
PAH,11/8/2016,rble,277102987,gors,u,47,23.6,65,NA,NA,NA,NA,NA,46,25.5,20.5
PAH,11/8/2016,rble,277102989,ddrs,u,52,23.4,67,NA,NA,NA,NA,NA,47,25.5,21.5
PAH,11/8/2016,rble,277102990,dgrs,u,51,23,64,NA,NA,NA,NA,NA,44,24,20
MOA,11/10/2016,rble,277103038,yrrs,u,54,23.5,65,NA,NA,NA,NA,NA,48,27,21
PAH,11/15/2016,wrsh,277102991,owxs,f,112,25.2,85,18.6,12,5.1,5.4,10.8,54,24,30
WAI,11/17/2016,jawe,263155801,wdrs,u,46,17.8,63,NA,NA,NA,NA,NA,41,27,14
WAI,11/17/2016,rble,277103043,wwws,u,58,23.9,68,NA,NA,NA,NA,NA,41,17,24
WAI,11/17/2016,rble,277103045,ydws,u,55,22.6,68,NA,NA,NA,NA,NA,48,25,23
WAI,11/17/2016,rble,277103046,ddys,u,55,22.2,66,NA,NA,NA,NA,NA,34,27,7
PAH,11/18/2016,rble,277102047,oors,u,54,24.3,65,NA,NA,NA,NA,NA,47,25,22
MOA,11/19/2016,rble,NA,xxxx,u,NA,NA,NA,NA,NA,NA,NA,NA,50,29,21
PAH,11/22/2016,jawe,278048355,gdrs,u,NA,17.6,60,NA,NA,NA,NA,NA,38,25,13
PAH,11/22/2016,jawe,278048356,goos,u,45,17.4,60,NA,NA,NA,NA,NA,37,25,12
WAI,11/23/2016,rble,277102994,yrws,u,57,22.8,69,NA,NA,NA,NA,NA,52,32,20
WAI,11/23/2016,rble,277102996,yyws,u,57,24,68,NA,NA,NA,NA,NA,47,25,22
WAI,11/23/2016,rwbu,277102997,osgd,u,76,19.6,79,NA,NA,NA,NA,NA,51,27,24
PAH,11/25/2016,rble,277103049,gwrs,u,51,23.3,62,NA,NA,NA,NA,NA,58,33,25
PAH,11/25/2016,rble,277103050,rsgy,u,50,24,62,NA,NA,NA,NA,NA,48,26,22
PAH,11/25/2016,rble,277103051,rswd,u,55,22.4,67,NA,NA,NA,NA,NA,45,27,18
PAH,11/25/2016,rble,277103052,orrs,u,58,24.8,71,NA,NA,NA,NA,NA,52,28,24
EKA,11/27/2016,wrsh,270129707,wsyg,m,110,23.5,85,NA,NA,NA,NA,NA,54.5,26,28.5
MOA,11/29/2016,rble,277103054,yyrs,u,56,24.1,68,NA,NA,NA,NA,NA,49,25,24
MOA,11/29/2016,rble,277103058,dwws,u,58,24.3,68,NA,NA,NA,NA,NA,54,28,26
MOA,11/29/2016,rble,277103059,dyws,u,55,23.6,66,NA,NA,NA,NA,NA,48,27,21
PAH,11/30/2016,rble,277102998,xxxq,u,50,22.8,69,NA,NA,NA,NA,NA,48,24,24
WAI,12/1/2016,jawe,235109494,xxxs,u,42,17.5,57,NA,NA,NA,NA,NA,40,29,11
PAH,12/1/2016,wrsh,277102999,xxxq,u,92,24,84,NA,NA,NA,NA,NA,54,25,29
PAH,12/1/2016,rble,277103000,owrs,u,NA,23.3,65,NA,NA,NA,NA,NA,49,28,21
WAI,12/1/2016,wrsh,277103060,xxxs,m,120,29.1,88,NA,NA,NA,NA,NA,57,26,31
WAI,12/5/2016,rble,277103063,doys,u,55,22.9,68,NA,NA,NA,NA,NA,47,27,20
PAH,12/6/2016,rble,277103065,oyrs,u,52,24.2,65,NA,NA,NA,NA,NA,49,27,22
PAH,12/6/2016,rble,277103066,rdrs,u,54,24,64,NA,NA,NA,NA,NA,48,25,23
PAH,12/6/2016,rble,277103067,rgrs,u,54,23,63,NA,NA,NA,NA,NA,49,28,21
WAI,12/8/2016,rble,277103068,goys,u,62,24.7,72,NA,NA,NA,NA,NA,52,29,23
WAI,12/8/2016,rble,277103069,grys,u,55,24.6,67,NA,NA,NA,NA,NA,48,26,22
WAI,12/8/2016,rble,277103070,gwys,u,53,23.3,66,NA,NA,NA,NA,NA,67,46,21
WAI,12/8/2016,rble,277103073,ooos,u,55,22.5,61,NA,NA,NA,NA,NA,50,29,21
WAI,12/8/2016,jawe,278048370,osod,u,46,16.6,59,NA,NA,NA,NA,NA,45,35,10
MOA,12/15/2016,jawe,263135803,ogds,u,43,17.4,58,NA,NA,NA,NA,NA,38,27,11
MOA,12/15/2016,rble,277103078,gdws,u,55,23.9,68,NA,NA,NA,NA,NA,50,26,24
MOA,12/15/2016,rble,277103079,gows,u,62,24,72,NA,NA,NA,NA,NA,51,28,23
MOA,12/15/2016,rble,277103081,gwws,u,55,23.6,67,NA,NA,NA,NA,NA,48,26,22
MOA,12/15/2016,rble,277103082,gyws,u,55,23,67,NA,NA,NA,NA,NA,49,28,21
MOA,12/15/2016,rble,277103083,xxxq,u,60,24.3,67,NA,NA,NA,NA,NA,50,28,22
MOA,12/15/2016,rble,277103084,ogws,u,55,22,69,NA,NA,NA,NA,NA,49,25,24
MOA,12/15/2016,rble,277103086,oows,u,56,24.1,67,NA,NA,NA,NA,NA,52,27,25
MOA,12/15/2016,rble,277103087,orws,u,60,24.8,68,NA,NA,NA,NA,NA,52,27,25
MOA,12/15/2016,rble,277103088,owws,u,54,22.7,67,NA,NA,NA,NA,NA,48.5,NA,NA
MOA,12/15/2016,rble,277103089,rdws,u,55,24.6,67,NA,NA,NA,NA,NA,56,34,22
MOA,12/15/2016,rble,277103090,rgws,u,51,23.1,63,NA,NA,NA,NA,NA,50,27,23
MOA,12/15/2016,rble,277103091,rrws,u,57,22.3,69,NA,NA,NA,NA,NA,49,28,21
MOA,12/15/2016,rble,277103092,rwws,u,55,22.5,63,NA,NA,NA,NA,NA,60,36,24
MOA,12/15/2016,jawe,278048372,oods,u,44,17.3,60,NA,NA,NA,NA,NA,38,27.5,10.5
MOA,12/15/2016,jawe,278048373,ords,u,42,16.9,60,NA,NA,NA,NA,NA,38,26,12
MOA,12/15/2016,rble,NA,xxxx,u,NA,NA,NA,NA,NA,NA,NA,NA,50,26,24
WAI,12/21/2016,rwbu,270129709,osgg,u,79,20.8,79,NA,NA,NA,NA,NA,53,27,26
WAI,12/21/2016,wrsh,277103093,yyrs,f,105,22.4,82,17.2,10.8,5.3,5.1,13,52,26,26
WAI,12/21/2016,rwbu,277103095,osgo,u,79.5,20,79,NA,NA,NA,NA,NA,53,26,27
WAI,12/21/2016,jawe,278048376,oyos,u,44,17,59,NA,NA,NA,NA,NA,42.5,31,11.5
WAI,12/21/2016,jawe,278048377,rdos,u,44,16.8,61,NA,NA,NA,NA,NA,37.5,26,11.5
WAI,12/21/2016,jawe,278048378,rgos,u,43,16.7,59,NA,NA,NA,NA,NA,31.5,26,5.5
WAI,12/21/2016,jawe,278048379,roos,u,43,17.6,61,NA,NA,NA,NA,NA,39.5,27,12.5
WAI,12/21/2016,jawe,278048380,rros,u,44,17.7,60,NA,NA,NA,NA,NA,40,26,14
WAI,12/22/2016,jawe,278048382,ygrs,u,43,16.9,59,NA,NA,NA,NA,NA,39.5,27,12.5
MOA,12/27/2016,rble,277103098,ysdg,u,54,23.4,62,NA,NA,NA,NA,NA,47,25.5,21.5
EKA,12/29/2016,jawe,281094022,odgs,u,40,16.5,58,NA,NA,NA,NA,NA,38,27,11
PAH,1/3/2017,rble,277102806,rors,u,58,23.2,71.5,NA,NA,NA,NA,NA,52,27,25
EKA,1/7/2017,rble,277103009,ysgd,u,57,24.4,69,NA,NA,NA,NA,NA,51,26,25
EKA,1/7/2017,rble,277103100,ysgg,u,55,22.9,66,NA,NA,NA,NA,NA,55,31,24
EKA,1/7/2017,rble,277103101,ysgo,u,53,24.9,66,NA,NA,NA,NA,NA,52,27,25
PAH,1/10/2017,rble,277103102,rrrs,u,54,25.3,67,NA,NA,NA,NA,NA,49,27,22
EKA,1/11/2017,rble,277103103,ysor,u,55,25.2,68,NA,NA,NA,NA,NA,50,26,24
WAI,1/12/2017,rwbu,265144470,osgr,u,80,20,81,NA,NA,NA,NA,NA,56,27,29
WAI,1/12/2017,rble,277102809,oyos,u,57,23,69,NA,NA,NA,NA,NA,53,24,29
WAI,1/12/2017,rble,277102810,rgos,u,57,24.4,68,NA,NA,NA,NA,NA,47,26,21
WAI,1/12/2017,rble,277102811,gyos,u,56,23.1,65,NA,NA,NA,NA,NA,48,27,21
WAI,1/12/2017,wrsh,277102812,wsdw,m,158,26.4,94,NA,NA,NA,NA,NA,61,26,35
WAI,1/12/2017,rble,277102813,osyd,u,55,24.6,61,NA,NA,NA,NA,NA,50,27,23
WAI,1/12/2017,rble,277102814,ddgs,u,52,22.2,63,NA,NA,NA,NA,NA,48,27,21
WAI,1/12/2017,rble,277102815,dggs,u,55,23.1,69,NA,NA,NA,NA,NA,55,27,28
MOA,1/14/2017,rble,277103104,oyws,u,54,24,67,NA,NA,NA,NA,NA,47,26,21
MOA,1/14/2017,rble,277103105,rows,u,58,24.6,68,NA,NA,NA,NA,NA,53,30,23
WAI,1/16/2017,rwbu,277102816,osgw,u,87,19,84,NA,NA,NA,NA,NA,56,27.5,28.5
PAH,1/17/2017,rwbu,265144472,drrs,u,76,19.5,78,NA,NA,NA,NA,NA,54,26,28
PAH,1/17/2017,rwbu,265144473,dwrs,u,78,19,80,NA,NA,NA,NA,NA,61,32,29
PAH,1/17/2017,rwbu,277102817,dors,u,85,18.5,83,NA,NA,NA,NA,NA,56,26,30
MOA,1/24/2017,rvbu,137220721,osdo,u,92.5,21.4,91,NA,9.1,6.3,5.2,13.1,64,NA,NA
MOA,1/24/2017,rble,277103109,ysdo,u,57,22.7,69,NA,NA,NA,NA,NA,30,25,5
MOA,1/24/2017,rble,277103111,ysdw,u,52,23.3,63,NA,NA,NA,NA,NA,46,26,20
MOA,1/28/2017,wrsh,277103114,rsdw,m,129,27.9,88,NA,NA,NA,NA,NA,60,27,33
MOA,1/28/2017,rble,277103115,ysdy,u,54,24.3,65,13.5,7,4.5,4.9,10.2,44,22,22
MOA,1/28/2017,rble,277103116,ysgd,u,54,23.9,64,NA,NA,NA,NA,NA,44,24,20
MOA,1/28/2017,jawe,281094032,rdds,m,43,17.4,69,NA,NA,NA,NA,NA,50,39,11
MOA,1/28/2017,jawe,281094033,oyds,m,45,16.6,58,NA,NA,NA,NA,NA,42,30,12
MOA,1/28/2017,jawe,281094034,rgds,m,44,16.45,58,NA,NA,NA,NA,NA,33,23,10
MOA,1/28/2017,jawe,281094035,wods,m,43,16.8,59,NA,NA,NA,NA,NA,35,23,12
MOA,1/28/2017,jawe,281094036,wrds,m,42,17.2,58,NA,NA,NA,NA,NA,34,23,11
MOA,1/28/2017,jawe,281094037,wwds,u,43,17.3,59,NA,NA,NA,NA,NA,39,22,17
PAH,1/31/2017,jawe,NA,xxxx,u,NA,NA,NA,NA,NA,NA,NA,NA,39,26,13
WAI,2/2/2017,jawe,278048389,ywrs,u,42,18,57.5,NA,NA,NA,NA,NA,38,25,13
EKA,2/7/2017,jawe,277096507,oogs,u,43,17.6,60,12.2,7.8,4.5,3.4,7.2,37,26,11
EKA,2/7/2017,rwbu,277102821,oggs,u,78,19.4,76,NA,NA,NA,NA,NA,52,27,25
WAI,2/9/2017,rvbu,270129711,dggs,u,96,22.6,102,20.9,NA,5.9,5.9,12.3,64.5,24,40.5
WAI,2/9/2017,jawe,277019879,osdw,u,41,17.65,60,NA,NA,NA,NA,NA,38,27,11
WAI,2/9/2017,rwbu,277103126,ddds,u,71,20,76,16.4,9,5.1,4.6,10,51,27,24
WAI,2/9/2017,rwbu,277103127,osod,u,77,18.4,78,NA,NA,NA,NA,NA,58,31,27
WAI,2/9/2017,rble,277103128,osyg,u,53,24.2,65,NA,NA,NA,NA,NA,49,26,23
MOA,2/9/2017,jawe,278048598,wyds,u,41,17.8,57,NA,NA,NA,NA,NA,36,26,10
WAI,2/9/2017,jawe,281094039,osdy,u,41,18.3,59,NA,NA,NA,NA,NA,37,25,12
WAI,2/9/2017,jawe,281094038,dros,u,41,18.1,57,NA,NA,NA,NA,NA,44,31.5,12.5
WAI,2/9/2017,jawe,281094040,osgd,u,42,16.5,57,NA,NA,NA,NA,NA,43,32,11
PAH,2/10/2017,rwbu,277103129,gdrs,u,79,19.2,79,NA,NA,NA,NA,NA,60,33,27
PAH,2/10/2017,rwbu,277103130,ggrs,u,78,18.7,80,NA,NA,NA,NA,NA,54,27,27
PAH,2/10/2017,rwbu,277103131,gors,u,79,19.6,82,NA,NA,NA,NA,NA,54,27,27
PAH,2/10/2017,rwbu,277103132,grrs,u,79,19.7,77,NA,NA,NA,NA,NA,60,30,30
PAH,2/10/2017,jawe,281094041,grrs,u,42,NA,60,NA,NA,NA,NA,NA,39,27,12
EKA,2/12/2017,jawe,277096509,orgs,u,43,18.5,59,NA,NA,NA,NA,NA,37,26,11
EKA,2/12/2017,wrsh,277102823,wgws,m,111,22.6,86,NA,NA,NA,NA,NA,52,27,25
EKA,2/12/2017,rble,277102824,xxxs,u,NA,NA,NA,NA,NA,NA,NA,NA,48,26,22
EKA,2/12/2017,rble,277102825,wsdg,u,56,22.9,68,12,8.2,5.1,5.2,9.1,48.5,25.5,23
WAI,2/13/2017,rble,277102826,ddos,u,57,NA,67,NA,NA,NA,NA,NA,54,31,23
WAI,2/13/2017,rwbu,277102827,osgy,u,83,21.1,84,NA,NA,NA,NA,NA,53,26.5,26.5
PAH,2/14/2017,rble,277102828,ryrs,u,55,23.5,65,NA,NA,NA,NA,NA,48,25,23
PAH,2/14/2017,rble,277102829,wwrs,u,54,24,67,NA,NA,NA,NA,NA,58,35,23
MOA,2/15/2017,rwbu,265144475,dswy,u,82,19.9,79,NA,NA,NA,NA,NA,54,28,26
MOA,2/15/2017,rwbu,265144476,ddds,u,84,20.4,82,NA,NA,NA,NA,NA,55,30,25
MOA,2/15/2017,rwbu,265144477,ggds,u,78,20.4,79,NA,NA,NA,NA,NA,56.5,27,29.5
MOA,2/15/2017,wrsh,277102830,rsdy,u,110,26.1,86,NA,NA,NA,NA,NA,52,26,26
MOA,2/15/2017,rwbu,277102831,dsww,u,74,21.1,76,15.5,8.6,5.4,4.5,11,52,27.5,24.5
WAI,2/16/2017,jawe,278048393,osog,u,42,17.6,60,NA,NA,NA,NA,NA,39,26,13
WAI,2/16/2017,jawe,278048394,osoo,u,43,16.7,57,NA,NA,NA,NA,NA,42.5,31.5,11
PAH,2/17/2017,jawe,278048395,grys,u,41,17.4,58,NA,NA,NA,NA,NA,37,25,12
WAI,2/20/2017,rble,277102834,dgos,u,58,24.5,70.5,NA,NA,NA,NA,NA,45,23,22
WAI,2/20/2017,rwbu,277102835,osog,u,74,20.4,79,NA,NA,NA,NA,NA,53,24,29
WAI,2/20/2017,jawe,278048397,osor,u,46,17,60,NA,NA,NA,NA,NA,35.5,24,11.5
MOA,2/23/2017,jawe,277096511,ygds,u,42,17.7,59,NA,NA,NA,NA,NA,37,25,12
MOA,2/23/2017,jawe,277096512,yods,u,40,16.6,57,NA,NA,NA,NA,NA,36,24,12
MOA,2/23/2017,jawe,277096513,yrds,u,42,17.55,58,NA,NA,NA,NA,NA,40,29,11
MOA,2/23/2017,rble,277102843,ysgo,u,52,24.2,62,NA,NA,NA,NA,NA,47,25,22
MOA,2/23/2017,rble,277102844,wows,u,52,23.5,65,NA,NA,NA,NA,NA,47,24,23
MOA,2/23/2017,rble,277102845,ysgr,u,54,20.9,65,NA,NA,NA,NA,NA,44,24,20
MOA,2/23/2017,rble,277102846,wrws,u,56,24.4,65,NA,NA,NA,NA,NA,47,24,23
MOA,2/23/2017,rble,277102842,wgws,u,57,22.3,68,NA,NA,NA,NA,NA,51,29,22
WAI,2/23/2017,rble,277103137,ysdd,u,59,24.6,66.5,NA,NA,NA,NA,NA,49.5,26,23.5
WAI,2/23/2017,rwbu,277103138,osrd,u,78,20.8,83,NA,NA,NA,NA,NA,49.5,26,23.5
WAI,2/23/2017,rwbu,277103139,osrg,u,75,19.8,78,NA,NA,NA,NA,NA,57,25,32
WAI,2/23/2017,rwbu,277103140,gyys,u,71,19.5,77,NA,NA,NA,NA,NA,58.5,32,26.5
WAI,2/23/2017,rwbu,277103141,wyys,u,80,20.1,79,NA,NA,NA,NA,NA,59.5,32,27.5
WAI,2/23/2017,jawe,281094045,gwds,u,38.5,17,59,NA,NA,NA,NA,NA,NA,NA,NA
WAI,2/23/2017,jawe,281094046,gyds,u,41,17.6,61,NA,NA,NA,NA,NA,37,25,12
WAI,2/23/2017,jawe,281094047,ysng,u,41,15.5,58,NA,NA,NA,NA,NA,33,26,7
WAI,2/23/2017,jawe,281094048,ysno,u,42,17.2,61,NA,NA,NA,NA,NA,44,29,15
MOA,2/23/2017,jawe,281094101,ydds,u,41,16.9,58,NA,NA,NA,NA,NA,36,26,10
WAI,2/27/2017,jawe,263131200,woys,u,42,17.2,57,NA,NA,NA,NA,NA,35,25,10
WAI,2/27/2017,jawe,263131204,wsoo,u,43,17.4,59,NA,NA,NA,NA,NA,37,25,12
WAI,2/27/2017,rwbu,265144480,osoo,u,74,21.1,77,NA,NA,NA,NA,NA,51,26,25
WAI,2/27/2017,rwbu,265144481,osor,u,81,21,82,NA,NA,NA,NA,NA,51,24,27
WAI,2/27/2017,rwbu,265144499,osrw,u,83,21.2,82,NA,NA,NA,NA,NA,52,26,26
WAI,2/27/2017,rble,277102847,ogys,u,55,25.6,68.5,NA,NA,NA,NA,NA,42,21,21
WAI,2/27/2017,rwbu,277102848,osry,u,80,19.9,80,NA,NA,NA,NA,NA,57,30,27
WAI,2/27/2017,jawe,281094102,osro,u,44,17.9,60,NA,NA,NA,NA,NA,43,31,12
WAI,2/27/2017,jawe,281094104,osrg,u,40,17.8,59,NA,NA,NA,NA,NA,37,27,10
WAI,2/27/2017,jawe,281094106,wsrg,u,41,18.5,58,NA,NA,NA,NA,NA,37.5,25.5,12
WAI,2/27/2017,jawe,281094107,wsog,u,40.5,17.5,56,NA,NA,NA,NA,NA,35,24,11
WAI,2/27/2017,jawe,281094109,wsrw,u,46,17.5,59,NA,NA,NA,NA,NA,36,25,11
PAH,2/28/2017,rble,277102849,ygrs,u,53,23.6,66,NA,NA,NA,NA,NA,50.5,26,24.5
EKA,3/20/2017,rble,277102862,oygs,u,52,23.9,62,NA,NA,NA,NA,NA,45,24,21
WAI,3/20/2017,rble,277103155,roos,u,50,24.5,66,NA,NA,NA,NA,NA,49,27,22
WAI,3/20/2017,rwbu,277103156,osoy,u,83,19.3,81.5,NA,NA,NA,NA,NA,58,26,32
WAI,3/20/2017,rwbu,277103157,oswg,u,NA,19,79.5,NA,NA,NA,NA,NA,56,27,29
WAI,3/20/2017,jawe,281094053,osry,u,43,17.8,60,NA,NA,NA,NA,NA,41,29,12
WAI,3/20/2017,jawe,281094054,roys,u,39,18,59,NA,NA,NA,NA,NA,38,26.5,11.5
PAH,3/21/2017,rble,277102863,rsww,u,56,23.9,67,NA,NA,NA,NA,NA,51.5,29,22.5
WAI,3/23/2017,rble,277103158,yyys,u,51,24.7,64,13.2,7.3,5,5,NA,46.5,26,20.5
WAI,3/23/2017,rble,277103159,rwos,u,55,24.8,66,NA,NA,NA,NA,NA,46,25,21
WAI,3/23/2017,rwbu,277103160,osro,u,85,20.5,85,NA,NA,NA,NA,NA,55.5,27,28.5
WAI,3/23/2017,jawe,281094055,ryos,u,41,18.3,59,12.2,NA,NA,NA,NA,38.5,28,10.5
WAI,3/23/2017,jawe,281094056,wgos,u,40,18.2,59,NA,NA,NA,NA,NA,39,26.5,12.5
PAH,3/24/2017,rble,277102867,yrrs,u,53,24,63,NA,NA,NA,NA,NA,49,24,25
PAH,3/24/2017,rble,277102868,ywrs,u,55,23.5,65,NA,NA,NA,NA,NA,45.5,24.5,21
PAH,3/24/2017,rble,277102869,rswy,u,57,24.2,70,NA,NA,NA,NA,NA,48.5,24.5,24
PAH,3/24/2017,rble,277102870,rsyo,u,57,22,60,NA,NA,NA,NA,NA,47,NA,NA
PAH,3/24/2017,rble,277102899,yyrs,u,56,23,69,NA,NA,NA,NA,NA,48,NA,NA
WAI,3/29/2017,rble,277103161,ryos,u,52,23.1,NA,NA,NA,NA,NA,NA,41,25,16
PAH,3/31/2017,wrsh,265144483,gods,u,116,25.6,89,NA,NA,NA,NA,NA,56,26,30
PAH,3/31/2017,rble,277102898,wsww,u,54,24.3,72,NA,NA,NA,NA,NA,47,25,22
PAH,3/31/2017,jawe,281094120,ooys,m,43,18,61,NA,NA,NA,NA,NA,37.5,26,11.5
PAH,3/31/2017,jawe,281094121,owws,m,40,17.8,57,NA,NA,NA,NA,NA,37,26,11
WAI,4/3/2017,wrsh,265144484,wsor,m,121,27.1,89,NA,NA,NA,NA,NA,70,31,39
WAI,4/3/2017,rwbu,277102897,oowo,u,84,20.1,83,NA,NA,NA,NA,NA,54,30,24
MOA,4/7/2017,rble,277102874,ygws,u,54,23.4,63,NA,NA,NA,NA,NA,44,24,20
WAI,4/10/2017,rble,277103162,oyos,u,56,23.2,69,NA,NA,NA,NA,NA,48.5,27,21.5
WAI,4/10/2017,rble,277103163,gdos,u,55,24.6,68.5,NA,NA,NA,NA,NA,50.5,27,23.5
WAI,4/10/2017,rble,277103164,ggos,u,51,23.8,64,NA,NA,NA,NA,NA,40,18.5,21.5
PAH,4/11/2017,rble,277102877,rrys,u,55,23.8,67,NA,NA,NA,NA,NA,46,26,20
PAH,4/11/2017,wrsh,277102878,gows,f,104,23,86,NA,NA,NA,NA,NA,57.5,26,31.5
PAH,4/11/2017,rble,277102879,woys,u,54,23.2,65,NA,NA,NA,NA,NA,47.5,27,20.5
PAH,4/11/2017,rble,277102880,wrys,m,54,23.6,66,NA,NA,NA,NA,NA,53.5,32,21.5
