genus_species,family,group,growth_form,leafsize_cm2,latitude,longitude,elevation_m,MAT,MAP,PPTgs,RADann
Pultenaea elliptica,Fabaceae,angio,Shrub,0.2,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Sowerbaea juncea,Asparagaceae,angio,Herb,2.33,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Arbutus unedo,Ericaceae,angio,Tree,11.77,37.000,-6.000,8,17.20,609.00,572.00,209.05
Calluna vulgaris,Ericaceae,angio,Shrub,0.01,37.000,-6.000,8,17.20,609.00,572.00,209.05
Ceratonia siliqua,Fabaceae,angio,Tree,9.88,37.000,-6.000,8,17.20,609.00,572.00,209.05
Cistus laurifolius,Cistaceae,angio,Shrub,2.45,37.000,-6.000,8,17.20,609.00,572.00,209.05
Cistus populifolius,Cistaceae,angio,Shrub,3.69,37.000,-6.000,8,17.20,609.00,572.00,209.05
Crataegus monogyna,Rosaceae,angio,Tree,1.87,37.000,-6.000,8,17.20,609.00,572.00,209.05
Erica scoparia,Ericaceae,angio,Shrub,0.05,37.000,-6.000,8,17.20,609.00,572.00,209.05
Ficus carica,Moraceae,angio,Tree,111.5,37.000,-6.000,8,17.20,609.00,572.00,209.05
Frangula alnus,Rhamnaceae,angio,Tree,5.1,37.000,-6.000,8,17.20,609.00,572.00,209.05
Fraxinus angustifolia,Oleaceae,angio,Tree,6.47,37.000,-6.000,8,17.20,609.00,572.00,209.05
Fraxinus ornus,Oleaceae,angio,Tree,18.24,37.000,-6.000,8,17.20,609.00,572.00,209.05
Myrtus communis,Myrtaceae,angio,Shrub,0.93,37.000,-6.000,8,17.20,609.00,572.00,209.05
Nerium oleander,Apocynaceae,angio,Shrub,18.92,37.000,-6.000,8,17.20,609.00,572.00,209.05
Populus alba,Salicaceae,angio,Tree,22.26,37.000,-6.000,8,17.20,609.00,572.00,209.05
Pyrus bourgaeana,Rosaceae,angio,Tree,5.8,37.000,-6.000,8,17.20,609.00,572.00,209.05
Quercus faginea,Fagaceae,angio,Tree,4.21,37.000,-6.000,8,17.20,609.00,572.00,209.05
Quercus lusitanica,Fagaceae,angio,Shrub,6.87,37.000,-6.000,8,17.20,609.00,572.00,209.05
Quercus pyrenaica,Fagaceae,angio,Tree,30.26,37.000,-6.000,8,17.20,609.00,572.00,209.05
Quercus suber,Fagaceae,angio,Tree,7.03,37.000,-6.000,8,17.20,609.00,572.00,209.05
Rubus ulmifolius,Rosaceae,angio,Shrub,7.45,37.000,-6.000,8,17.20,609.00,572.00,209.05
Salix sp17857,Salicaceae,angio,Liana,15.59,37.000,-6.000,8,17.20,609.00,572.00,209.05
Smilax aspera,Smilacaceae,angio,Liana,10.76,37.000,-6.000,8,17.20,609.00,572.00,209.05
Vitis vinifera,Vitaceae,angio,Liana,22.65,37.000,-6.000,8,17.20,609.00,572.00,209.05
Arctostaphylos uva-ursi,Ericaceae,angio,Shrub,1.5,37.000,-6.000,8,17.20,609.00,572.00,209.05
Cistus albidus,Cistaceae,angio,Shrub,1.87,37.000,-6.000,8,17.20,609.00,572.00,209.05
Cistus ladanifer,Cistaceae,angio,Shrub,2.85,37.000,-6.000,8,17.20,609.00,572.00,209.05
Cistus libanotis,Cistaceae,angio,Shrub,0.61,37.000,-6.000,8,17.20,609.00,572.00,209.05
Cistus monspeliensis,Cistaceae,angio,Shrub,1.36,37.000,-6.000,8,17.20,609.00,572.00,209.05
Cistus salviifolius,Cistaceae,angio,Shrub,1.76,37.000,-6.000,8,17.20,609.00,572.00,209.05
Halimium commutatum,Cistaceae,angio,Shrub,0.15,37.000,-6.000,8,17.20,609.00,572.00,209.05
Halimium halimifolium,Cistaceae,angio,Shrub,0.86,37.000,-6.000,8,17.20,609.00,572.00,209.05
Halimium umbellatum,Cistaceae,angio,Shrub,0.1,37.000,-6.000,8,17.20,609.00,572.00,209.05
Juniperus communis,Cupressaceae,gymno,Tree,0.19,37.000,-6.000,8,17.20,609.00,572.00,209.05
Lavandula stoechas,Lamiaceae,angio,Shrub,0.79,37.000,-6.000,8,17.20,609.00,572.00,209.05
Olea europaea,Oleaceae,angio,Tree,2.72,37.000,-6.000,8,17.20,609.00,572.00,209.05
Phillyrea angustifolia,Oleaceae,angio,Tree,1.75,37.000,-6.000,8,17.20,609.00,572.00,209.05
Pistacia lentiscus,Anacardiaceae,angio,Tree,1.3,37.000,-6.000,8,17.20,609.00,572.00,209.05
Quercus coccifera,Fagaceae,angio,Shrub,4.86,37.000,-6.000,8,17.20,609.00,572.00,209.05
Quercus rotundifolia,Fagaceae,angio,Tree,3.46,37.000,-6.000,8,17.20,609.00,572.00,209.05
Rosmarinus officinalis,Lamiaceae,angio,Shrub,0.14,37.000,-6.000,8,17.20,609.00,572.00,209.05
Salix laevigata,Salicaceae,angio,Tree,17.78,37.400,-122.250,150,14.60,652.00,605.00,216.58
Apollonias barbujana,Lauraceae,angio,Tree,24.87,28.320,-16.680,16.2,16.60,394.00,667.00,213.50
Arbutus canariensis,Ericaceae,angio,Tree,82.7,28.320,-16.680,16.2,16.60,394.00,667.00,213.50
Erica arborea,Ericaceae,angio,Tree,0.03,28.320,-16.680,16.2,16.60,394.00,667.00,213.50
Erica scoparia,Ericaceae,angio,Shrub,0.06,28.320,-16.680,16.2,16.60,394.00,667.00,213.50
Heberdenia bahamensis,Primulaceae,angio,Tree,23.04,28.320,-16.680,16.2,16.60,394.00,667.00,213.50
Ilex canariensis,Aquifoliaceae,angio,Tree,33.19,28.320,-16.680,16.2,16.60,394.00,667.00,213.50
Ilex perado subsp. platyphylla,Aquifoliaceae,angio,Tree,39.9,28.320,-16.680,16.2,16.60,394.00,667.00,213.50
Laurus azorica,Lauraceae,angio,Tree,26.09,28.320,-16.680,16.2,16.60,394.00,667.00,213.50
Maytenus canariensis,Celastraceae,angio,Shrub,16.23,28.320,-16.680,16.2,16.60,394.00,667.00,213.50
Myrica faya,Myricaceae,angio,Tree,9.76,28.320,-16.680,16.2,16.60,394.00,667.00,213.50
Ocotea foetens,Lauraceae,angio,Tree,14.83,28.320,-16.680,16.2,16.60,394.00,667.00,213.50
Persea indica,Lauraceae,angio,Tree,57.14,28.320,-16.680,16.2,16.60,394.00,667.00,213.50
Picconia excelsa,Oleaceae,angio,Tree,26.26,28.320,-16.680,16.2,16.60,394.00,667.00,213.50
Prunus lusitanica,Rosaceae,angio,Tree,23.88,28.320,-16.680,16.2,16.60,394.00,667.00,213.50
Rhamnus glandulosa,Rhamnaceae,angio,Tree,27.22,28.320,-16.680,16.2,16.60,394.00,667.00,213.50
Salix pedicellata subsp. canariensis,Salicaceae,angio,Tree,9.46,28.320,-16.680,16.2,16.60,394.00,667.00,213.50
Viburnum tinus subsp. rigidum,Adoxaceae,angio,Shrub,21.36,28.320,-16.680,16.2,16.60,394.00,667.00,213.50
Visnea mocanera,Pentaphylacaceae,angio,Tree,15.6,28.320,-16.680,16.2,16.60,394.00,667.00,213.50
Adenocarpus foliolosus,Fabaceae,angio,Shrub,0.04,28.153,-16.497,16.2,16.60,394.00,324.00,219.64
Argyranthemum sp17912,Asteraceae,angio,Shrub,1.99,28.153,-16.497,16.2,16.60,394.00,324.00,219.64
Bupleurum salicifolium,Apiaceae,angio,Shrub,5.14,28.153,-16.497,16.2,16.60,394.00,324.00,219.64
Chamaecytisus prolifer,Fabaceae,angio,Shrub,2.02,28.153,-16.497,16.2,16.60,394.00,324.00,219.64
Cistus monspeliensis,Cistaceae,angio,Shrub,1.88,28.153,-16.497,16.2,16.60,394.00,324.00,219.64
Cistus symphytifolius,Cistaceae,angio,Shrub,10.33,28.153,-16.497,16.2,16.60,394.00,324.00,219.64
Daphne gnidium,Thymelaeaceae,angio,Shrub,1.29,28.153,-16.497,16.2,16.60,394.00,324.00,219.64
Lotus spectabilis,Fabaceae,angio,Shrub,8.67,28.153,-16.497,16.2,16.60,394.00,324.00,219.64
Hypericum reflexum,Clusiaceae,angio,Shrub,0.99,28.153,-16.497,16.2,16.60,394.00,324.00,219.64
Jasminum odoratissimum,Oleaceae,angio,Shrub,17.06,28.153,-16.497,16.2,16.60,394.00,324.00,219.64
Olea europaea,Oleaceae,angio,Tree,4.17,28.153,-16.497,16.2,16.60,394.00,324.00,219.64
Rumex lunaria,Polygonaceae,angio,Shrub,16.83,28.153,-16.497,16.2,16.60,394.00,324.00,219.64
Artemisia tridentata,Asteraceae,angio,Shrub,0.11,28.000,-106.000,1435,18.20,349.00,327.00,225.29
Chilopsis linearis,Bignoniaceae,angio,Tree,3.69,28.000,-106.000,1435,18.20,349.00,327.00,225.29
Ericameria nauseosa var. nauseosa,Asteraceae,angio,Shrub,0.28,28.000,-106.000,1435,18.20,349.00,327.00,225.29
Flourensia cernua,Asteraceae,angio,Shrub,1.01,28.000,-106.000,1435,18.20,349.00,327.00,225.29
Larrea tridentata,Zygophyllaceae,angio,Shrub,0.31,28.000,-106.000,1435,18.20,349.00,327.00,225.29
Simmondsia chinensis,Simmondsiaceae,angio,Shrub,2.35,28.000,-106.000,1435,18.20,349.00,327.00,225.29
Cassiope tetragona,Ericaceae,angio,Shrub,0.23,75.000,-82.000,368,-16.10,168.00,57.00,90.20
Dryas integrifolia,Rosaceae,angio,Shrub,0.04,75.000,-82.000,368,-16.10,168.00,57.00,90.20
Salix arctica,Salicaceae,angio,Shrub,0.96,75.000,-82.000,368,-16.10,168.00,57.00,90.20
Chionanthus virginicus,Oleaceae,angio,Tree,83.77,35.000,-80.000,775,15.90,1206.00,1118.00,206.63
Cornus florida,Cornaceae,angio,Tree,36.04,35.000,-80.000,775,15.90,1206.00,1118.00,206.63
Ilex opaca,Aquifoliaceae,angio,Tree,15.02,35.000,-80.000,775,15.90,1206.00,1118.00,206.63
Liquidambar styraciflua,Altingiaceae,angio,Tree,113.6,35.000,-80.000,775,15.90,1206.00,1118.00,206.63
Liriodendron tulipifera,Magnoliaceae,angio,Tree,128,35.000,-80.000,775,15.90,1206.00,1118.00,206.63
Platanus occidentalis,Platanaceae,angio,Tree,169.35,35.000,-80.000,775,15.90,1206.00,1118.00,206.63
Populus heterophylla,Salicaceae,angio,Tree,65.28,35.000,-80.000,775,15.90,1206.00,1118.00,206.63
Berberis ilicifolia,Berberidaceae,angio,Tree,4.6,-54.778,-69.008,16,4.30,787.00,317.00,130.67
Drimys winteri,Winteraceae,angio,Tree,31.22,-54.778,-69.008,16,4.30,787.00,317.00,130.67
Embothrium coccineum,Proteaceae,angio,Tree,13.11,-54.778,-69.008,16,4.30,787.00,317.00,130.67
Maytenus magellanica,Celastraceae,angio,Tree,8.71,-54.778,-69.008,16,4.30,787.00,317.00,130.67
Nothofagus antarctica,Nothofagaceae,angio,Tree,2.86,-54.778,-69.008,16,4.30,787.00,317.00,130.67
Nothofagus betuloides,Nothofagaceae,angio,Tree,1.8,-54.778,-69.008,16,4.30,787.00,317.00,130.67
Nothofagus pumilio,Nothofagaceae,angio,Tree,2.47,-54.778,-69.008,16,4.30,787.00,317.00,130.67
Acer rubrum,Sapindaceae,angio,Tree,78.2,44.000,-80.000,116,6.80,792.00,562.00,161.01
Betula papyrifera,Betulaceae,angio,Tree,24.42,44.000,-80.000,116,6.80,792.00,562.00,161.01
Populus tremuloides,Salicaceae,angio,Tree,37.06,44.000,-80.000,116,6.80,792.00,562.00,161.01
Quercus rubra,Fagaceae,angio,Tree,83.66,44.000,-80.000,116,6.80,792.00,562.00,161.01
Drypetes deplanchei,Putranjivaceae,angio,Tree,13,-28.646,153.629,70,20.10,1708.00,1938.00,219.03
Atractocarpus benthamianus,Rubiaceae,angio,Tree,33.33,-28.646,153.629,70,20.10,1708.00,1938.00,219.03
Solanum stelligerum,Solanaceae,angio,Shrub,22.17,-28.599,153.378,440,17.50,2351.00,1624.00,216.76
Eragrostis sp17953,Poaceae,angio,Grass,0.43,-31.817,142.071,150,18.90,206.00,262.00,237.73
Cassinia uncata,Asteraceae,angio,Shrub,0.1,-32.239,148.363,300,17.20,527.00,686.00,225.72
Callitris columellaris,Cupressaceae,gymno,Tree,0.25,-31.291,148.979,550,15.70,630.00,754.00,224.38
Callitris endlicheri,Cupressaceae,gymno,Tree,0.43,-31.291,148.979,550,15.70,630.00,754.00,224.38
Eucalyptus sp17962,Myrtaceae,angio,Tree,12.22,-31.851,150.686,800,13.00,863.00,842.00,209.21
Euodia sp17963,Rutaceae,angio,Tree,18.04,-31.851,150.686,800,13.00,863.00,842.00,209.21
Lepidosperma laterale,Cyperaceae,angio,Grass,6.99,-31.851,150.686,800,13.00,863.00,842.00,209.21
Lepidosperma laterale,Cyperaceae,angio,Grass,10.73,-31.317,148.994,600,15.30,639.00,743.00,224.33
Leucopogon juniperinus,Ericaceae,angio,Shrub,0.08,-33.746,151.039,120,16.80,1064.00,1192.00,199.09
Poa sp17967,Poaceae,angio,Grass,1.03,-31.851,150.686,800,13.00,863.00,842.00,209.21
Ligustrum lucidum,Oleaceae,angio,Shrub,27.95,-33.746,151.039,120,16.80,1064.00,1192.00,199.09
Cheilosoria tenuifolia,Adiantaceae,Ferns,Fern,2.31,-31.510,145.798,250,18.30,341.00,495.00,236.71
Eucalyptus sp17971,Myrtaceae,angio,Tree,23.43,-30.321,152.972,195,18.30,2034.00,1928.00,209.08
Amyema sp17980,Loranthaceae,angio,Epi,8.02,-31.982,151.816,520,15.00,1291.00,1079.00,205.71
Lomandra confertifolia,Asparagaceae,angio,Herb,0.68,-32.399,150.268,230,17.10,552.00,654.00,210.42
Acrotriche rigida,Ericaceae,angio,Shrub,0.06,-32.450,150.267,300,16.70,575.00,660.00,210.33
Dianella revoluta,Xanthorrhoeaceae,angio,Herb,2.36,-32.450,150.267,300,16.70,575.00,660.00,210.33
Entolasia stricta,Poaceae,angio,Grass,0.35,-32.450,150.267,300,16.70,575.00,660.00,210.33
Eucalyptus sp17989,Myrtaceae,angio,Tree,23.72,-32.450,150.267,300,16.70,575.00,660.00,210.33
Lomandra effusa,Asparagaceae,angio,Herb,1.33,-33.712,143.175,100,17.50,270.00,353.00,220.55
Acacia cultriformis,Fabaceae,angio,Shrub,0.87,-31.317,148.994,600,15.30,639.00,743.00,224.33
Eucalyptus blakelyi,Myrtaceae,angio,Tree,16.18,-31.317,148.994,600,15.30,639.00,743.00,224.33
Eucalyptus goniocalyx,Myrtaceae,angio,Tree,40.67,-31.317,148.994,600,15.30,639.00,743.00,224.33
Gahnia aspera,Cyperaceae,angio,Grass,3.75,-31.317,148.994,600,15.30,639.00,743.00,224.33
Lomandra effusa,Asparagaceae,angio,Herb,1.87,-32.590,145.437,150,18.10,320.00,400.00,230.61
Lomandra glauca,Asparagaceae,angio,Herb,1.72,-32.450,150.267,300,16.70,575.00,660.00,210.33
Eucalyptus sp18005,Myrtaceae,angio,Tree,21.56,-32.399,150.268,230,17.10,552.00,654.00,210.42
Lomandra longifolia,Asparagaceae,angio,Herb,81.58,-31.851,150.686,800,13.00,863.00,842.00,209.21
Heliotropium sp18007,Boraginaceae,angio,Herb,0.42,-31.460,143.503,80,19.40,229.00,304.00,242.10
Dissocarpus paradoxus,Amaranthaceae,angio,Shrub,0.09,-30.673,142.539,200,19.50,237.00,277.00,247.69
Lomandra longifolia,Asparagaceae,angio,Herb,15.39,-31.317,148.994,600,15.30,639.00,743.00,224.33
Sclerolanea sp18015,Amaranthaceae,angio,Herb,0.1,-31.796,142.161,150,18.90,208.00,274.00,237.76
Alocasia brisbanensis,Araceae,angio,Herb,62.49,-34.567,150.656,265,15.10,1578.00,1523.00,194.68
Diploglottis cunninghamii,Sapindaceae,angio,Tree,95.47,-34.567,150.656,265,15.10,1578.00,1523.00,194.68
Lomandra longifolia,Asparagaceae,angio,Herb,83.81,-33.746,151.039,120,16.80,1064.00,1192.00,199.09
Maytenus silvestris,Celastraceae,angio,Shrub,2.41,-33.746,151.039,120,16.80,1064.00,1192.00,199.09
Dissocarpus biflorus,Amaranthaceae,angio,Herb,0.08,-33.750,143.086,100,17.40,271.00,346.00,220.80
Dianella revoluta,Xanthorrhoeaceae,angio,Herb,5.64,-33.712,143.175,100,17.50,270.00,353.00,220.55
Morinda jasminoides,Rubiaceae,angio,Liana,9.84,-33.746,151.039,120,16.80,1064.00,1192.00,199.09
Eucalyptus sp18043,Myrtaceae,angio,Tree,12.33,-30.636,153.002,30,18.60,1429.00,1658.00,210.30
Notelaea microcarpa,Oleaceae,angio,Shrub,18.84,-33.746,151.039,120,16.80,1064.00,1192.00,199.09
Cheilosoria tenuifolia,Adiantaceae,Ferns,Fern,2.31,-33.882,146.702,350,15.80,475.00,540.00,217.15
Epacris pulchella,Ericaceae,angio,Shrub,0.13,-33.264,151.292,290,15.80,1251.00,1237.00,200.07
Eucalyptus sp18071,Myrtaceae,angio,Tree,16.02,-33.264,151.292,290,15.80,1251.00,1237.00,200.07
Ochna serrulata,Ochnaceae,angio,Shrub,10.05,-33.746,151.039,120,16.80,1064.00,1192.00,199.09
Panicum sp18074,Poaceae,angio,Grass,1.04,-32.948,146.280,200,17.50,381.00,522.00,224.64
(u_Poaceae sp18075,Poaceae,angio,Grass,0.28,-32.948,146.280,200,17.50,381.00,522.00,224.64
Pandorea pandorana,Bignoniaceae,angio,Liana,6.55,-33.746,151.039,120,16.80,1064.00,1192.00,199.09
Euphorbia drummondii,Euphorbiaceae,angio,Herb,0.05,-30.731,144.834,90,19.70,262.00,395.00,246.21
Parsonsia sp.A,Apocynaceae,angio,Liana,30.17,-31.851,150.686,800,13.00,863.00,842.00,209.21
Patersonia sericea var. longifolia,Iridaceae,angio,Herb,7.14,-34.778,150.336,315,14.80,1821.00,679.00,195.46
Chrysocephalum apiculatum,Asteraceae,angio,Herb,0.1,-33.893,148.001,400,15.30,589.00,713.00,215.02
Exocarpos cupressiformis,Santalaceae,angio,Tree,1.09,-33.893,148.001,400,15.30,589.00,713.00,215.02
Goodenia hederacea,Goodeniaceae,angio,Herb,0.61,-33.893,148.001,400,15.30,589.00,713.00,215.02
Phyllota sp18090,Fabaceae,angio,Shrub,0.1,-33.893,148.001,400,15.30,589.00,713.00,215.02
(u_Poaceae sp18091,Poaceae,angio,Grass,0.71,-33.893,148.001,400,15.30,589.00,713.00,215.02
(u_Poaceae sp18092,Poaceae,angio,Grass,0.19,-30.907,143.062,150,19.50,228.00,315.00,246.47
Bossiaea walkeri,Fabaceae,angio,Shrub,2.25,-32.590,145.437,150,18.10,320.00,400.00,230.61
Dianella longifolia,Xanthorrhoeaceae,angio,Herb,7.73,-32.590,145.437,150,18.10,320.00,400.00,230.61
Phyllanthus mocinianus,Phyllanthaceae,angio,Shrub,7.28,19.500,-105.043,357,26.20,1161.00,1146.00,218.69
Pittosporum undulatum,Pittosporaceae,angio,Tree,19.67,-33.746,151.039,120,16.80,1064.00,1192.00,199.09
Portulaca oleracea,Portulacaceae,angio,Herb,0.14,-31.796,142.161,150,18.90,208.00,274.00,237.76
Portulaca oleracea,Portulacaceae,angio,Herb,0.53,-31.355,143.467,100,19.40,230.00,315.00,242.12
Pseudolmedia laevis,Moraceae,angio,Tree,67.29,-12.572,-70.093,217,24.90,3433.00,3433.00,216.47
Acacia floribunda,Fabaceae,angio,Tree,4.56,-33.746,151.039,120,16.80,1064.00,1192.00,199.09
Acacia irrorata,Fabaceae,angio,Tree,0.05,-33.746,151.039,120,16.80,1064.00,1192.00,199.09
Angophora costata,Myrtaceae,angio,Tree,21.32,-33.746,151.039,120,16.80,1064.00,1192.00,199.09
Breynia oblongifolia,Phyllanthaceae,angio,Shrub,2.55,-33.746,151.039,120,16.80,1064.00,1192.00,199.09
Eucalyptus paniculata,Myrtaceae,angio,Tree,31.94,-33.746,151.039,120,16.80,1064.00,1192.00,199.09
Eucalyptus saligna,Myrtaceae,angio,Tree,25.17,-33.746,151.039,120,16.80,1064.00,1192.00,199.09
Eustrephus latifolius,Asparagaceae,angio,Vine,10.12,-33.746,151.039,120,16.80,1064.00,1192.00,199.09
Glochidion ferdinandii,Phyllanthaceae,angio,Tree,18.4,-33.746,151.039,120,16.80,1064.00,1192.00,199.09
Rhodanthe floribunda,Asteraceae,angio,Herb,0.38,-30.271,144.907,100,19.90,269.00,399.00,250.17
Rhodanthe microglossa,Asteraceae,angio,Herb,2.3,-30.731,144.834,90,19.70,262.00,395.00,246.21
Rhodanthe stricta,Asteraceae,angio,Herb,0.63,-30.731,144.834,90,19.70,262.00,395.00,246.21
Rubus parviflorus,Rosaceae,angio,Shrub,5.23,-33.746,151.039,120,16.80,1064.00,1192.00,199.09
Rubus rosifolius,Rosaceae,angio,Shrub,3.68,-31.851,150.686,800,13.00,863.00,842.00,209.21
Rubus rosifolius,Rosaceae,angio,Shrub,19.55,-34.567,150.656,265,15.10,1578.00,1523.00,194.68
Smilax australis,Smilacaceae,angio,Vine,19.78,-34.567,150.656,265,15.10,1578.00,1523.00,194.68
Smilax glycophylla,Smilacaceae,angio,Vine,9.18,-31.982,151.816,520,15.00,1291.00,1079.00,205.71
Solanum pungetium,Solanaceae,angio,Herb,13.97,-33.746,151.039,120,16.80,1064.00,1192.00,199.09
Syzygium oleosum,Myrtaceae,angio,Tree,9.14,-33.373,151.333,120,17.00,1196.00,1527.00,199.71
Tabernaemontana pandacaqui,Apocynaceae,angio,Shrub,23.05,-30.636,153.002,30,18.60,1429.00,1658.00,210.30
Alchornea scandens,Euphorbiaceae,angio,Liana,23.34,-34.150,151.033,50,17.20,1229.00,1306.00,198.76
Vincetoxicum barbatum,Apocynaceae,angio,Vine,4.1,-33.746,151.039,120,16.80,1064.00,1192.00,199.09
Argemone ochroleuca,Papaveraceae,angio,Herb,43.33,-30.731,144.834,90,19.70,262.00,395.00,246.21
Eucalyptus camaldulensis,Myrtaceae,angio,Tree,13.03,-30.731,144.834,90,19.70,262.00,395.00,246.21
Eucalyptus bicolor,Myrtaceae,angio,Tree,12.6,-30.731,144.834,90,19.70,262.00,395.00,246.21
Amyema miquelii,Loranthaceae,angio,Shrub,12.47,-30.731,144.834,90,19.70,262.00,395.00,246.21
Bulbine bulbosa,Xanthorrhoeaceae,angio,Herb,10,-30.731,144.834,90,19.70,262.00,395.00,246.21
Acacia stenophylla,Fabaceae,angio,Tree,8.25,-30.731,144.834,90,19.70,262.00,395.00,246.21
Enteropogon acicularis,Poaceae,angio,Grass,8,-30.731,144.834,90,19.70,262.00,395.00,246.21
Chenopodium auricomum,Amaranthaceae,angio,Shrub,5.83,-30.731,144.834,90,19.70,262.00,395.00,246.21
Eremophila bignoniflora,Scrophulariaceae,angio,Tree,5.6,-30.731,144.834,90,19.70,262.00,395.00,246.21
Goodenia glauca,Goodeniaceae,angio,Herb,3.9,-30.731,144.834,90,19.70,262.00,395.00,246.21
Eryngium plantagineum,Apiaceae,angio,Herb,3.5,-30.731,144.834,90,19.70,262.00,395.00,246.21
Eryngium rostratum,Apiaceae,angio,Herb,3.5,-30.731,144.834,90,19.70,262.00,395.00,246.21
Leucochrysum molle,Asteraceae,angio,Herb,3.27,-30.731,144.834,90,19.70,262.00,395.00,246.21
Agrostis avenacea,Poaceae,angio,Grass,3.2,-30.731,144.834,90,19.70,262.00,395.00,246.21
Haloragis aspera,Haloragaceae,angio,Herb,2.33,-30.731,144.834,90,19.70,262.00,395.00,246.21
Haloragis heterophylla,Haloragaceae,angio,Herb,1.67,-30.731,144.834,90,19.70,262.00,395.00,246.21
Atriplex nummularia,Amaranthaceae,angio,Shrub,1.63,-30.731,144.834,90,19.70,262.00,395.00,246.21
Chrysocephalum apiculatum,Asteraceae,angio,Herb,1.52,-30.731,144.834,90,19.70,262.00,395.00,246.21
Chloris ventricosa,Poaceae,angio,Grass,1.17,-30.731,144.834,90,19.70,262.00,395.00,246.21
Chenopodium nitrariaceum,Amaranthaceae,angio,Shrub,1,-30.731,144.834,90,19.70,262.00,395.00,246.21
Atriplex semibaccata,Amaranthaceae,angio,Shrub,1,-30.731,144.834,90,19.70,262.00,395.00,246.21
Eremophila maculata,Scrophulariaceae,angio,Shrub,0.73,-30.731,144.834,90,19.70,262.00,395.00,246.21
Gamochaeta luteo-album,Asteraceae,angio,Herb,0.67,-30.731,144.834,90,19.70,262.00,395.00,246.21
Eremophila polyclada,Scrophulariaceae,angio,Shrub,0.53,-30.731,144.834,90,19.70,262.00,395.00,246.21
Rhodanthe corymbiflora,Asteraceae,angio,Herb,0.5,-30.731,144.834,90,19.70,262.00,395.00,246.21
Cassia circinnata,Fabaceae,angio,Shrub,0.23,-30.731,144.834,90,19.70,262.00,395.00,246.21
Apophyllum anomalum,Capparaceae,angio,Shrub,0.2,-30.731,144.834,90,19.70,262.00,395.00,246.21
Pycnosorus eremaeus,Asteraceae,angio,Herb,0.15,-30.731,144.834,90,19.70,262.00,395.00,246.21
Crassula sieberiana,Crassulaceae,angio,Herb,0.02,-30.731,144.834,90,19.70,262.00,395.00,246.21
Guapira petenensis,Nyctaginaceae,angio,Tree,36.27,19.500,-105.043,357,26.20,1161.00,1146.00,218.69
Vittadinia cuneata,Asteraceae,angio,Herb,0.05,-32.590,145.437,150,18.10,320.00,400.00,230.61
Casimiroa greggii,Rutaceae,angio,Tree,26.46,24.749,-99.799,736,20.70,703.00,703.00,190.33
Zieria smithii,Rutaceae,angio,Shrub,0.48,-33.746,151.039,120,16.80,1064.00,1192.00,199.09
Allenrolfea patagonica,Amaranthaceae,angio,Shrub,1.263975,-30.051,-64.676,350,21.00,503.00,511.00,219.63
Atriplex lampa,Amaranthaceae,angio,Shrub,0.36808,-30.051,-64.676,350,21.00,503.00,511.00,219.63
Cressa nudicaulis,Convolvulaceae,angio,Herb,3.929668,-30.051,-64.676,350,21.00,503.00,511.00,219.63
Cyclolepis genistoides,Asteraceae,angio,Shrub,7.648155,-30.051,-64.676,350,21.00,503.00,511.00,219.63
Distichlis spicata,Poaceae,angio,Grass,1.944,-30.051,-64.676,350,21.00,503.00,511.00,219.63
Grahamia bracteata,Anacampserotaceae,angio,Shrub,6.201493,-30.051,-64.676,350,21.00,503.00,511.00,219.63
Heterostachys ritteriana,Amaranthaceae,angio,Shrub,0.03,-30.051,-64.676,350,21.00,503.00,511.00,219.63
Lippia salsa,Verbenaceae,angio,Shrub,1.2566,-30.051,-64.676,350,21.00,503.00,511.00,219.63
Monanthochloe acerosa,Poaceae,angio,Grass,0.816775,-30.051,-64.676,350,21.00,503.00,511.00,219.63
Plectrocarpa tetracantha,Zygophyllaceae,angio,Shrub,0.15,-30.051,-64.676,350,21.00,503.00,511.00,219.63
Prosopis strombulifera,Fabaceae,angio,Shrub,0.084823,-30.051,-64.676,350,21.00,503.00,511.00,219.63
Larrea cuneifolia,Zygophyllaceae,angio,Shrub,0.22228,-31.653,-68.277,500,17.00,127.00,129.00,234.58
Adesmia bicolor,Fabaceae,angio,Herb,0.492533339,-31.901,-65.495,1850,19.50,589.00,589.00,217.98
