genus_species,family,group,growth_form,leafsize_cm2,latitude,longitude,elevation_m,MAT,MAP,PPTgs,RADann
Cyperus tetraphyllus,Cyperaceae,angio,Grass,10.67,-34.150,151.033,50,17.20,1229.00,1306.00,198.76
Galium binifolium,Rubiaceae,angio,Herb,0.19,-34.150,151.033,50,17.20,1229.00,1306.00,198.76
Polyscias sambucifolia,Araliaceae,angio,Shrub,12.01,-34.150,151.033,50,17.20,1229.00,1306.00,198.76
Synoum glandulosum,Meliaceae,angio,Shrub,11.21,-34.150,151.033,50,17.20,1229.00,1306.00,198.76
Echinopogon caespitosus,Poaceae,angio,Grass,3.6,-34.150,151.033,50,17.20,1229.00,1306.00,198.76
Desmodium rhytidophyllum,Fabaceae,angio,Herb,6.4,-34.150,151.033,50,17.20,1229.00,1306.00,198.76
Viola hederacea,Violaceae,angio,Herb,0.64,-34.150,151.033,50,17.20,1229.00,1306.00,198.76
Cyclophyllum coprosmoides,Rubiaceae,angio,Shrub,7.5,-34.150,151.033,50,17.20,1229.00,1306.00,198.76
Cayratia clematidea,Vitaceae,angio,Vine,2.7,-34.150,151.033,50,17.20,1229.00,1306.00,198.76
Cryptocarya microneura,Lauraceae,angio,Tree,14.17,-34.150,151.033,50,17.20,1229.00,1306.00,198.76
Dendrobium tetragonum,Orchidaceae,angio,Epi,3.33,-34.150,151.033,50,17.20,1229.00,1306.00,198.76
Dichondra repens,Convolvulaceae,angio,Herb,0.79,-34.150,151.033,50,17.20,1229.00,1306.00,198.76
Eupomatia laurina,Eupomatiaceae,angio,Shrub,24.07,-34.150,151.033,50,17.20,1229.00,1306.00,198.76
Goodenia ovata,Goodeniaceae,angio,Shrub,4.08,-34.150,151.033,50,17.20,1229.00,1306.00,198.76
Helichrysum elatum,Asteraceae,angio,Shrub,20,-34.150,151.033,50,17.20,1229.00,1306.00,198.76
Myrsine howittiana,Primulaceae,angio,Tree,15,-34.150,151.033,50,17.20,1229.00,1306.00,198.76
Rubus hillii,Rosaceae,angio,Shrub,42.7,-34.150,151.033,50,17.20,1229.00,1306.00,198.76
Rubus parvifolius,Rosaceae,angio,Shrub,4.08,-34.150,151.033,50,17.20,1229.00,1306.00,198.76
Erechtites minima,Asteraceae,angio,Herb,10,-34.150,151.033,50,17.20,1229.00,1306.00,198.76
Sigesbeckia orientalis,Asteraceae,angio,Herb,4.03,-34.150,151.033,50,17.20,1229.00,1306.00,198.76
Corymbia gummifera,Myrtaceae,angio,Tree,26.43,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Leptospermum trinervium,Myrtaceae,angio,Shrub,0.19,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Eucalyptus globoidea,Myrtaceae,angio,Tree,16.67,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Acacia irrorata,Fabaceae,angio,Tree,0.02,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Baeckea diosmifolia,Myrtaceae,angio,Shrub,0.02,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Banksia serrata,Proteaceae,angio,Shrub,24,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Cyathochaeta diandra,Cyperaceae,angio,Grass,5,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Lomandra cylindrica,Asparagaceae,angio,Herb,3.75,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Lomandra glauca,Asparagaceae,angio,Herb,0.49,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Billardiera scandens,Pittosporaceae,angio,Liana,0.83,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Drosera peltata,Droseraceae,angio,Herb,0.16,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Hibbertia empetrifolia,Dilleniaceae,angio,Shrub,0.75,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Blandfordia nobilis,Blandfordiaceae,angio,Herb,20,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Burchardia umbellata,Colchicaceae,angio,Herb,1,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Caesia parviflora,Xanthorrhoeaceae,angio,Herb,7,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Calochilus campestris,Orchidaceae,angio,Herb,29.4,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Conospermum longifolium,Proteaceae,angio,Shrub,4,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Dampiera stricta,Goodeniaceae,angio,Shrub,1.33,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Glossodia minor,Orchidaceae,angio,Herb,1.2,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Gonocarpus teucrioides,Haloragaceae,angio,Herb,0.21,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Goodenia bellidifolia,Goodeniaceae,angio,Herb,0.86,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Haemodorum corymbosum,Haemodoraceae,angio,Herb,6.67,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Hakea gibbosa,Proteaceae,angio,Shrub,2.4,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Hemigenia purpurea,Lamiaceae,angio,Shrub,0.09,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Hibbertia riparia,Dilleniaceae,angio,Shrub,0.1,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Hovea linearis,Fabaceae,angio,Shrub,1.2,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Leptospermum juniperinum,Myrtaceae,angio,Shrub,0.05,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Logania pusilla,Loganiaceae,angio,Herb,0.19,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Lomandra obliqua,Asparagaceae,angio,Herb,0.6,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Mitrasacme polymorpha,Loganiaceae,angio,Herb,0.05,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Monotoca scoparia,Ericaceae,angio,Shrub,0.07,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Patersonia sericea,Iridaceae,angio,Herb,5.47,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Phyllanthus hirtellus,Phyllanthaceae,angio,Shrub,0.12,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Poranthera ericifolia,Phyllanthaceae,angio,Shrub,0.05,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Scaevola ramosissima,Goodeniaceae,angio,Herb,0.82,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Schoenus imberbis,Cyperaceae,angio,Grass,0.27,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Stackhousia viminea,Celastraceae,angio,Herb,0.2,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Stylidium lineare,Stylidiaceae,angio,Herb,0.23,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Thysanotus tuberosus,Asparagaceae,angio,Herb,15,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Xyris gracilis,Xyridaceae,angio,Grass,3,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Darwinia fascicularis,Myrtaceae,angio,Shrub,0.06,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Bauera rubioides,Cunoniaceae,angio,Shrub,0.09,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Boronia serrulata,Rutaceae,angio,Shrub,0.4,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Calytrix tetragona,Myrtaceae,angio,Shrub,0.02,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Dillwynia sericea,Fabaceae,angio,Shrub,0.13,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Conospermum ericifolium,Proteaceae,angio,Shrub,0.07,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Cryptandra amara,Rhamnaceae,angio,Shrub,0.02,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Cryptandra ericoides,Rhamnaceae,angio,Shrub,0.02,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Cryptostylis subulata,Orchidaceae,angio,Herb,3.75,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Eriostemon buxifolius,Rutaceae,angio,Shrub,0.32,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Hibbertia cistiflora,Dilleniaceae,angio,Shrub,0.08,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Lepidosperma flexuosum,Cyperaceae,angio,Grass,0.4,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Leucopogon appressus,Ericaceae,angio,Shrub,0.13,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Mirbelia rubiifolia,Fabaceae,angio,Shrub,0.83,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Phebalium squamulosum,Rutaceae,angio,Shrub,0.12,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Philotheca salsolifolia,Rutaceae,angio,Shrub,0.04,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Styphelia tubiflora,Ericaceae,angio,Shrub,0.08,-33.681,151.147,150,17.50,1220.00,1297.00,199.21
Leptospermum trinervium,Myrtaceae,angio,Shrub,0.19,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Angophora costata,Myrtaceae,angio,Tree,21.15,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Banksia serrata,Proteaceae,angio,Shrub,24,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Eucalyptus sieberi,Myrtaceae,angio,Tree,19.35,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Woollsia pungens,Ericaceae,angio,Shrub,0.27,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Eucalyptus piperita,Myrtaceae,angio,Tree,9,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Ceratopetalum gummiferum,Cunoniaceae,angio,Shrub,1.11,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Banksia ericifolia,Proteaceae,angio,Shrub,0.1,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Dillwynia retorta,Fabaceae,angio,Shrub,0.09,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Lambertia formosa,Proteaceae,angio,Shrub,1.07,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Corymbia gummifera,Myrtaceae,angio,Tree,30.33,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Gahnia erythrocarpa,Cyperaceae,angio,Grass,133.3,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Lomandra multiflora,Asparagaceae,angio,Herb,11.5,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Doryanthes excelsa,Doryanthaceae,angio,Herb,666.7,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Epacris longiflora,Ericaceae,angio,Shrub,0.24,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Xanthorrhoea media,Xanthorrhoeaceae,angio,Shrub,13.3,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Hakea teretifolia,Proteaceae,angio,Shrub,0.82,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Kunzea capitata,Myrtaceae,angio,Shrub,0.1,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Actinotus minor,Apiaceae,angio,Herb,0.12,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Banksia oblongifolia,Proteaceae,angio,Shrub,8.75,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Leucopogon microphyllus,Ericaceae,angio,Shrub,0.01,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Patersonia glabrata,Iridaceae,angio,Herb,7,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Hemigenia purpurea,Lamiaceae,angio,Shrub,0.09,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Stylidium lineare,Stylidiaceae,angio,Herb,0.23,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Bauera rubioides,Cunoniaceae,angio,Shrub,0.09,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Boronia serrulata,Rutaceae,angio,Shrub,0.4,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Epacris microphylla,Ericaceae,angio,Shrub,0.04,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Anisopogon avenaceus,Poaceae,angio,Grass,1,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Cyathochaeta diandra,Cyperaceae,angio,Grass,5,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Lomandra glauca,Asparagaceae,angio,Herb,1.75,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Drosera peltata,Droseraceae,angio,Herb,0.16,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Acacia suaveolens,Fabaceae,angio,Shrub,5.6,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Dampiera stricta,Goodeniaceae,angio,Shrub,1.33,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Gompholobium glabratum,Fabaceae,angio,Shrub,,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Grevillea buxifolia,Proteaceae,angio,Shrub,0.56,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Hakea dactyloides,Proteaceae,angio,Shrub,7,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Hakea gibbosa,Proteaceae,angio,Shrub,2.4,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Leptospermum juniperinum,Myrtaceae,angio,Shrub,0.05,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Monotoca scoparia,Ericaceae,angio,Shrub,0.07,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Patersonia sericea,Iridaceae,angio,Herb,9,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Persoonia lanceolata,Proteaceae,angio,Shrub,5,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Persoonia levis,Proteaceae,angio,Shrub,29.2,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Platysace linearifolia,Apiaceae,angio,Shrub,0.2,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Pultenaea elliptica,Fabaceae,angio,Shrub,0.13,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Scaevola ramosissima,Goodeniaceae,angio,Herb,0.82,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Boronia ledifolia,Rutaceae,angio,Shrub,0.4,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Cryptostylis subulata,Orchidaceae,angio,Herb,3.75,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Hibbertia linearis,Dilleniaceae,angio,Shrub,0.26,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Mirbelia rubiifolia,Fabaceae,angio,Shrub,0.83,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Styphelia tubiflora,Ericaceae,angio,Shrub,0.08,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Eucalyptus haemastoma,Myrtaceae,angio,Tree,16.67,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Isopogon anemonifolius,Proteaceae,angio,Shrub,1.87,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Epacris pulchella,Ericaceae,angio,Shrub,0.08,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Entolasia stricta,Poaceae,angio,Grass,2,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Billardiera scandens,Pittosporaceae,angio,Liana,0.83,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Lomatia silaifolia,Proteaceae,angio,Shrub,2.85,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Bossiaea heterophylla,Fabaceae,angio,Shrub,0.3,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Caesia parviflora,Xanthorrhoeaceae,angio,Herb,7,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Calochilus campestris,Orchidaceae,angio,Herb,29.4,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Gonocarpus teucrioides,Haloragaceae,angio,Herb,0.21,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Hovea linearis,Fabaceae,angio,Shrub,1.2,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Lomandra obliqua,Asparagaceae,angio,Herb,0.6,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Mitrasacme polymorpha,Loganiaceae,angio,Herb,0.05,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Persoonia pinifolia,Proteaceae,angio,Shrub,1.07,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Pimelea linifolia,Thymelaeaceae,angio,Shrub,0.7,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Stackhousia viminea,Celastraceae,angio,Herb,0.2,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Ehrharta juncea,Poaceae,angio,Grass,3.75,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Xanthosia tridentata,Apiaceae,angio,Shrub,0.19,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Xyris gracilis,Xyridaceae,angio,Grass,3,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Parsonsia straminea,Apocynaceae,angio,Liana,25.3,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Dianella caerulea,Xanthorrhoeaceae,angio,Herb,18.67,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Xanthorrhoea arborea,Xanthorrhoeaceae,angio,Shrub,75,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Lasiopetalum ferrugineum,Malvaceae,angio,Shrub,5.63,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Leptospermum polygalifolium,Myrtaceae,angio,Shrub,2.92,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Lomandra gracilis,Asparagaceae,angio,Herb,6,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Smilax glycophylla,Smilacaceae,angio,Vine,3.33,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Acacia ulicifolia,Fabaceae,angio,Shrub,0.07,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Banksia marginata,Proteaceae,angio,Shrub,1.73,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Caleana major,Orchidaceae,angio,Herb,4.27,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Crowea saligna,Rutaceae,angio,Shrub,0.05,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Drosera spatulata,Droseraceae,angio,Herb,0.53,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Grevillea oleoides,Proteaceae,angio,Shrub,7,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Hibbertia nitida,Dilleniaceae,angio,Shrub,0.74,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Hibbertia serpyllifolia,Dilleniaceae,angio,Shrub,0.03,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Hybanthus vernonii,Violaceae,angio,Herb,0.33,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Leucopogon amplexicaulis,Ericaceae,angio,Shrub,1.14,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Micrantheum ericoides,Picrodendraceae,angio,Shrub,0.05,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Persoonia laurina,Proteaceae,angio,Shrub,12,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Ricinocarpos pinifolius,Euphorbiaceae,angio,Shrub,0.6,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Telopea speciosissima,Proteaceae,angio,Shrub,25,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Tetratheca shiressii,Elaeocarpaceae,angio,Shrub,0.27,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Thelymitra ixioides,Orchidaceae,angio,Herb,7.7,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Zieria pilosa,Rutaceae,angio,Shrub,,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Banksia ericifolia,Proteaceae,angio,Shrub,0.1,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Hakea teretifolia,Proteaceae,angio,Shrub,0.82,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Darwinia fascicularis,Myrtaceae,angio,Shrub,0.17,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Epacris microphylla,Ericaceae,angio,Shrub,0.04,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Angophora hispida,Myrtaceae,angio,Shrub,17.5,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Leptospermum trinervium,Myrtaceae,angio,Shrub,0.19,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Banksia serrata,Proteaceae,angio,Shrub,24,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Kunzea capitata,Myrtaceae,angio,Shrub,0.1,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Hakea gibbosa,Proteaceae,angio,Shrub,2.4,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Leptospermum juniperinum,Myrtaceae,angio,Shrub,0.05,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Persoonia lanceolata,Proteaceae,angio,Shrub,5,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Mirbelia rubiifolia,Fabaceae,angio,Shrub,0.83,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Dillwynia sericea,Fabaceae,angio,Shrub,0.13,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Hibbertia riparia,Dilleniaceae,angio,Shrub,0.1,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Baeckea imbricata,Myrtaceae,angio,Shrub,0.08,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Epacris obtusifolia,Ericaceae,angio,Shrub,0.05,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Eucalyptus obstans,Myrtaceae,angio,Tree,120,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Xanthorrhoea resinosa,Xanthorrhoeaceae,angio,Shrub,21.7,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Woollsia pungens,Ericaceae,angio,Shrub,0.27,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Dillwynia retorta,Fabaceae,angio,Shrub,0.09,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Lambertia formosa,Proteaceae,angio,Shrub,1.07,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Epacris longiflora,Ericaceae,angio,Shrub,0.24,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Actinotus minor,Apiaceae,angio,Herb,0.12,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Banksia oblongifolia,Proteaceae,angio,Shrub,8.75,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Leucopogon microphyllus,Ericaceae,angio,Shrub,0.01,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Patersonia glabrata,Iridaceae,angio,Herb,7,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Hemigenia purpurea,Lamiaceae,angio,Shrub,0.09,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Stylidium lineare,Stylidiaceae,angio,Herb,0.23,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Bauera rubioides,Cunoniaceae,angio,Shrub,0.09,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Lomandra glauca,Asparagaceae,angio,Herb,1.75,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Drosera peltata,Droseraceae,angio,Herb,0.16,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Acacia suaveolens,Fabaceae,angio,Shrub,5.6,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Dampiera stricta,Goodeniaceae,angio,Shrub,1.33,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Gompholobium glabratum,Fabaceae,angio,Shrub,,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Hakea dactyloides,Proteaceae,angio,Shrub,7,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Platysace linearifolia,Apiaceae,angio,Shrub,0.2,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Scaevola ramosissima,Goodeniaceae,angio,Herb,0.82,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Styphelia tubiflora,Ericaceae,angio,Shrub,0.08,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Entolasia stricta,Poaceae,angio,Grass,2,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Lomatia silaifolia,Proteaceae,angio,Shrub,2.85,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Bossiaea heterophylla,Fabaceae,angio,Shrub,0.3,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Gonocarpus teucrioides,Haloragaceae,angio,Herb,0.21,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Lomandra obliqua,Asparagaceae,angio,Herb,0.6,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Mitrasacme polymorpha,Loganiaceae,angio,Herb,0.05,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Persoonia pinifolia,Proteaceae,angio,Shrub,1.07,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Pimelea linifolia,Thymelaeaceae,angio,Shrub,0.7,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Banksia marginata,Proteaceae,angio,Shrub,1.73,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Grevillea oleoides,Proteaceae,angio,Shrub,7,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Micrantheum ericoides,Picrodendraceae,angio,Shrub,0.05,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Tetratheca shiressii,Elaeocarpaceae,angio,Shrub,0.27,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Thelymitra ixioides,Orchidaceae,angio,Herb,7.7,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Phanerandra esquamata,Ericaceae,angio,Shrub,0.3,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Phyllota phylicoides,Fabaceae,angio,Shrub,0.08,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Lepidosperma laterale,Cyperaceae,angio,Grass,16,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Isopogon anethifolius,Proteaceae,angio,Shrub,1,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Cryptandra amara,Rhamnaceae,angio,Shrub,0.02,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Cryptandra ericoides,Rhamnaceae,angio,Shrub,0.02,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Eriostemon buxifolius,Rutaceae,angio,Shrub,0.32,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Lepidosperma flexuosum,Cyperaceae,angio,Grass,0.4,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Philotheca salsolifolia,Rutaceae,angio,Shrub,0.04,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Zieria laevigata,Rutaceae,angio,Shrub,,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Hibbertia scandens,Dilleniaceae,angio,Liana,10.08,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Aotus ericoides,Fabaceae,angio,Shrub,0.05,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Euryomyrtus ramosissima,Myrtaceae,angio,Shrub,0.04,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Conospermum ellipticum,Proteaceae,angio,Shrub,0.8,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Darwinia grandiflora,Myrtaceae,angio,Shrub,0.07,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Grevillea sphacelata,Proteaceae,angio,Shrub,0.15,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
Platysace stephensonii,Apiaceae,angio,Shrub,1.8,-34.149,151.030,50,17.30,1267.00,1267.00,198.76
